card_1,card_2,result
34717,26367,29
16172,16718,48
16041,14667,79
7964,27358,58
29764,15132,45
8608,21205,83
37681,10566,69
23683,36817,83
3009,25984,58
6806,15983,44
17319,13670,39
7739,9410,70
989,37807,77
6905,8546,40
12766,36450,60
7637,33017,78
13147,30832,57
25562,35709,91
22596,5482,68
7090,23325,59
31146,25737,56
33877,22719,58
56,31933,40
833,21037,82
13851,13106,52
7993,16952,54
27074,12303,51
33433,22956,84
38706,37880,50
8677,37248,64
20639,6005,49
19698,37845,73
7968,9393,70
9853,37699,96
25902,37091,69
31751,24441,63
10099,30188,73
29631,21239,54
2431,29358,52
18523,28084,69
30296,34507,39
22563,519,55
16161,180,43
6994,31846,41
25795,36518,59
20529,30332,24
16186,14692,79
9493,27927,73
24775,28194,49
31079,18286,41
15935,36855,68
3426,29494,24
30029,6472,69
4917,23763,66
13831,38500,18
24111,2626,77
23466,23444,104
3240,35422,73
10664,4234,64
10175,19674,79
27791,27182,61
24167,12270,65
15900,37664,82
28866,10949,54
33778,4901,23
19534,13561,41
4553,11498,24
25691,9816,89
7868,7655,86
14315,20278,44
13537,30342,35
19838,18480,51
16046,13773,50
31129,14435,60
33331,3167,55
10243,8274,84
30474,11527,32
28867,29686,34
773,11407,42
12120,28682,66
15180,6372,88
19795,16260,65
6865,28120,53
29471,25717,42
28687,56,36
25519,25554,76
10140,11448,61
7254,18809,23
19039,36764,47
34670,5425,36
8297,26392,45
10812,28090,70
14580,5672,61
9386,18152,50
21381,1066,82
11390,8482,43
35354,20707,55
15467,27203,56
18046,16202,60
17024,32595,19
8286,1674,77
22984,23506,101
26679,15855,49
36017,24885,24
32604,35454,61
24054,19820,57
35559,17719,79
26675,18814,28
1512,26568,56
32604,25922,46
6311,17551,73
6443,8661,80
18415,34187,32
30952,30299,40
4262,7268,47
29378,15284,45
26774,18969,28
9476,37672,72
6939,27218,22
28644,23661,82
9072,14360,69
14291,27492,57
21120,23762,102
17753,12369,62
29548,28757,34
10568,3084,44
7611,33235,78
26331,38272,17
25661,20714,40
12471,1774,80
28687,37100,61
10242,11733,61
9453,1020,59
21349,4808,64
29322,2622,52
23601,7770,95
12163,15918,73
19669,22077,53
32368,26722,20
446,1700,50
31139,20365,20
24886,3019,23
24187,16502,40
22269,30218,47
30490,25632,60
31808,20515,36
37581,29583,49
36810,15333,72
27336,36892,46
33013,16791,46
35691,1863,97
37221,22263,56
25054,15834,40
14340,26603,54
37710,973,77
10908,188,30
18030,1092,55
16130,30768,55
4128,6115,87
7811,21785,68
18939,28875,46
21312,12752,89
29391,11510,14
1545,15113,85
26640,25664,50
9881,19258,67
23627,25982,90
441,36945,37
13159,18949,55
12137,20488,38
28639,3234,50
24815,36938,34
31773,16998,45
31114,29557,22
13542,28917,43
13181,1218,71
33442,19027,51
13231,9174,66
23598,19110,68
16073,29438,41
4683,17658,40
29749,25537,42
30371,16625,33
17515,7966,69
21881,22932,74
15512,16993,52
19031,23725,68
15047,22018,66
18185,493,29
34555,37221,48
35530,13038,92
21976,31604,59
9116,20325,29
19834,23306,80
21217,7534,93
3924,6052,87
3293,12300,56
16508,3951,51
4929,31837,48
16513,37023,42
31715,24960,37
4812,6490,61
8482,27910,79
20669,34054,11
29450,5418,23
79,16215,43
2014,13726,57
2347,16076,85
34923,29743,21
8622,16251,70
27962,27198,61
21405,25236,53
28733,1984,74
35556,7715,96
20516,21898,27
28144,6003,93
25786,37921,83
13889,15279,54
19127,22829,65
35380,30522,75
23527,21069,102
23760,394,58
17684,23275,78
35499,15473,94
3250,12231,56
22077,28221,71
2388,33502,83
36466,15436,62
4118,24070,69
19039,26722,28
35508,26001,91
125,34664,23
4574,30104,36
31077,2397,66
14650,10680,66
3234,819,52
28594,2294,78
2682,25755,86
12081,38747,41
16733,1588,55
20477,23390,54
26431,31964,46
5005,24420,43
19501,37115,59
19146,57,22
18334,28164,69
8590,17671,59
30793,12164,54
34659,10096,68
12483,7061,43
9841,20673,53
11281,34842,27
7071,382,13
3006,32269,28
2476,6337,95
4032,29473,44
32335,25238,11
33978,19712,37
24864,35500,56
23454,19860,80
16727,14739,53
9462,801,59
31811,25892,72
14630,22100,67
9123,36516,48
22881,3870,89
23327,2727,100
4247,20694,42
14439,15054,83
28742,20467,32
9287,33435,62
32305,37880,53
31671,31117,52
28871,19699,58
25241,28116,49
16900,34018,20
32280,5005,22
8622,3519,53
38399,38603,10
27344,11566,25
18248,7504,66
814,32296,40
324,37502,51
9334,26531,39
18880,10219,67
26355,32655,20
26665,23670,64
15758,34648,54
34821,27433,32
21436,16770,61
29005,16664,41
1786,14350,86
11589,20281,12
25781,28903,68
36153,23466,73
456,27169,21
3307,28700,50
33961,31938,43
15223,15425,82
30217,30141,44
34176,9839,60
30019,11577,32
17675,9422,53
26003,24111,67
34740,29339,21
1922,8498,77
27908,35496,99
33188,499,41
11489,24162,39
7837,38695,48
23276,37085,83
6092,31165,65
37576,34533,62
30524,2251,70
3309,25649,58
22517,4092,89
35289,18490,76
4571,33854,23
7096,20300,9
3989,11707,50
5713,8002,62
38349,3821,45
21153,31154,68
34066,19815,37
2389,7875,91
17534,5478,45
19954,4948,42
32583,36238,29
34803,23457,69
7671,6518,90
21808,19126,41
27377,4610,29
23001,504,55
33,32409,14
36772,28597,61
15496,7132,48
7148,20322,9
24467,34662,46
35389,11629,63
10964,4092,64
16162,37072,68
26254,37884,57
9420,13131,66
27063,30251,37
35625,24925,56
34859,14555,59
21811,23250,77
36112,36227,42
22806,24472,78
35525,36153,74
7893,31706,77
2339,32649,56
5742,9451,46
9226,19159,43
8707,31601,67
36440,15084,62
27005,10242,66
10980,6873,31
21400,3339,70
16132,35665,90
5705,19181,35
36789,4829,45
201,4778,20
3059,31087,38
30433,19667,50
19884,10947,52
21045,808,82
6176,1217,79
3450,31094,38
15418,27018,56
27188,9991,66
6342,8488,80
9497,12473,63
13681,5411,32
8752,36858,64
11435,13604,23
18945,7609,59
4743,6011,61
26642,26023,50
10131,13575,64
27153,8575,48
34034,14612,51
20394,17317,28
6493,5511,66
3839,13066,79
4748,38485,19
28975,30065,52
25912,33828,47
23527,29340,56
5774,24274,48
26537,1586,56
38324,14589,47
27376,19611,43
32713,6995,15
29317,32533,12
6491,13158,86
29401,5273,23
19166,23497,68
34655,6839,24
33813,14493,51
16643,6422,58
37681,21000,95
33848,20012,37
25974,470,44
22832,22794,98
1765,25765,82
7082,18031,30
3398,37179,51
25018,35717,56
33258,8327,68
38759,17465,31
3118,36383,41
13775,18492,36
35021,34688,34
14578,20536,44
4094,3916,80
3138,35741,73
11266,1095,42
12438,20253,38
24281,17505,55
26010,31729,72
22591,28977,79
33022,7659,78
33796,38590,14
33206,23563,87
10055,25100,54
17337,28137,72
19647,28748,58
28918,5751,49
299,16155,43
33027,29651,39
11721,28957,40
23532,3897,92
37199,29444,35
24897,35543,56
13621,37980,58
33040,11687,45
19938,22845,77
9282,24073,56
10271,34997,68
26463,20290,14
36927,1242,63
9813,10783,75
28089,19032,62
38022,7978,88
7652,30895,61
12421,25862,74
15114,13022,80
37857,34244,54
12179,27017,51
32387,28548,38
37516,3181,65
2676,37099,79
33762,4539,23
12871,3495,59
21028,12829,89
34903,16046,54
35305,2284,101
13848,12397,49
23284,2712,100
26331,18784,28
6304,12156,83
22033,8332,58
24935,32506,11
26513,35462,65
27960,28669,76
17561,22244,51
28756,16135,67
29335,3227,24
28968,14733,72
2513,31883,82
21979,27282,40
35762,6399,100
24157,407,35
30795,16655,29
13967,24836,16
36759,7915,74
22971,10109,100
34133,4210,49
30316,7089,29
36523,4880,35
10123,19660,79
32550,31780,42
5723,31731,53
7010,7981,50
10916,18964,40
21364,20450,52
3131,9091,47
11301,898,42
31087,3197,38
25075,30774,21
11532,814,42
25939,38330,43
25565,23495,90
32485,15302,49
11708,19555,38
3466,2729,68
24771,152,9
10038,27465,66
14767,21793,67
4941,15334,55
30090,13231,61
22883,32480,57
9315,28609,57
12152,411,42
33469,27877,81
2353,6422,95
29411,107,10
4622,38696,19
21843,19913,53
34601,18068,40
238,9153,33
27827,8560,79
16910,27893,57
30387,27198,37
27210,18402,38
28989,24441,59
34980,12397,53
31258,25547,56
250,8262,39
18955,29005,46
15165,13596,54
10216,27202,66
21068,27349,65
3908,7936,83
14641,29515,46
25773,25636,76
28041,29380,50
17432,14721,68
4133,28632,70
19768,34160,37
18120,36337,44
5419,13218,58
8518,7553,76
23657,25891,90
20686,21499,52
20441,18005,25
34699,19057,33
8365,14559,75
20591,23390,54
767,21337,82
28253,17584,72
12786,32285,47
17023,29693,15
15271,36803,72
16203,21958,62
2651,32286,56
32321,17313,34
7021,9189,34
31729,30045,56
23580,32478,60
11363,31901,44
22731,13625,62
35392,33860,62
37047,3812,71
5552,30852,37
2546,28625,78
10876,37249,55
3008,33884,29
18243,23479,75
9510,21856,52
19077,13823,29
6515,14612,89
16167,7653,80
14263,10835,66
4023,19252,56
13979,22171,38
18957,10704,40
13813,24319,42
27903,38457,51
2653,37713,93
31662,28867,64
14455,22001,67
27929,10739,70
12475,25136,39
37245,32323,39
21315,33863,59
13511,27814,59
19850,38334,33
304,28053,52
24033,21107,79
2674,34120,57
8526,16021,70
17770,25574,64
2747,34746,65
20532,9504,29
12080,31799,70
3861,13948,53
11504,19071,26
28962,7159,37
29592,22665,53
22527,37768,94
31031,7022,25
12422,7231,43
9132,35715,80
31739,361,40
24071,33026,64
18138,1575,67
4677,6041,61
31914,15479,75
18913,15204,57
8722,11435,43
15775,26010,75
24412,35250,82
2258,16234,85
1763,1977,88
38498,21959,30
7013,2595,55
22650,13772,62
18139,14769,65
38020,35654,98
11259,19260,26
22717,6906,56
13217,8589,72
18905,23688,68
24946,4975,17
38430,20414,7
27046,16506,26
18819,30299,38
6461,20286,49
27115,35283,68
24117,34018,38
22684,38307,54
15061,15972,78
1092,3177,52
34989,34955,34
9888,226,57
35312,15149,94
7939,18075,66
13699,18989,29
7921,18788,59
5352,17290,45
7824,15884,80
23629,36234,73
19835,35544,81
15976,1187,69
29679,3230,24
12033,13961,49
1883,9867,95
17475,36767,57
1949,10259,95
31832,30517,56
35417,30027,75
4181,10273,91
16104,14634,79
7211,20563,9
33077,34092,44
31506,12791,73
18284,7104,30
20298,27521,17
33389,23601,87
19238,10592,40
3405,35303,73
27844,18509,69
10819,28837,54
24184,29312,33
16203,37197,68
8488,1247,65
29584,32653,12
25213,15965,40
29676,6778,11
19035,17254,42
2750,36370,69
21125,38708,55
23531,9289,79
10797,1756,68
30845,19520,46
4514,32618,22
4596,5417,33
11399,23564,62
34001,19028,25
23722,24212,81
14671,36897,73
38406,28675,35
18960,25975,54
33412,18098,58
196,33871,15
33877,24189,38
16628,13961,24
38505,16081,42
35415,11250,63
29523,6833,11
7076,12202,43
16124,33843,46
10017,16116,88
7149,7697,50
9363,32700,35
27274,35266,68
8770,22653,82
9963,27816,97
2712,22158,73
1546,26494,56
5753,17320,45
8652,23535,85
3113,26455,32
32665,36904,39
1207,29763,36
25512,22935,87
22056,10219,76
30056,1056,54
8629,13739,46
16027,2645,85
15397,4518,55
34573,21981,42
4759,27905,60
29717,4579,18
32677,26495,20
27941,18790,62
38375,7083,12
19884,4042,68
29651,458,10
16083,29495,41
19950,18900,44
31173,32754,26
23300,18889,68
14350,30103,64
34068,22536,58
27891,25721,84
12024,6116,83
13957,1549,57
33237,30804,53
23449,37535,97
19731,10017,79
15344,36303,62
16112,37963,82
404,28940,36
13930,17325,39
10204,22802,100
28544,9863,81
25539,8463,71
24942,27779,49
26428,1196,44
17649,7723,69
34789,31927,51
12488,12843,75
20392,34580,19
27213,38617,20
28938,8017,73
15074,10773,65
35581,1922,97
7222,34706,24
6145,9046,74
4,21352,56
35444,30399,75
12764,7268,46
21934,4161,65
28623,25982,68
7938,13625,56
9317,35456,80
7607,25890,81
14487,23409,94
8696,24378,62
21323,20400,52
35340,38407,58
4599,19599,42
18415,18160,46
7722,10612,67
144,5330,25
27471,7898,58
18393,2450,71
27150,16234,52
9150,29655,31
859,16558,43
37845,33468,80
10591,19772,52
17542,332,32
4671,1176,46
3246,17254,46
21758,12484,61
12840,34922,56
21843,4248,65
22170,5281,44
31889,22991,83
7145,26481,19
4510,261,20
1034,24238,61
25156,16535,14
21455,10898,74
35662,28266,99
30845,17444,44
6489,20594,49
14522,30048,64
831,4089,72
15917,38305,42
18350,38400,28
27441,25834,53
3220,34065,29
37970,1020,77
34958,19090,33
31543,16737,45
28054,36141,67
17441,17711,52
21195,36156,71
37176,7914,74
22930,37237,80
18971,22123,41
34562,209,23
37670,27298,60
27488,15446,56
13636,16977,24
14723,8447,75
25926,22159,63
4772,12419,50
37889,34635,62
19831,37621,73
22253,3794,65
35760,12105,89
6894,391,13
8295,30131,55
36303,22924,70
6444,10175,98
23262,19027,68
22259,24826,28
2302,6806,55
5346,11565,29
9121,1214,59
27010,11380,25
37,25000,9
26440,28806,42
6329,36118,68
36107,10147,72
37859,37230,76
14340,35659,95
35463,4649,67
2024,18116,67
17379,13150,65
17394,10656,50
27799,28938,76
4154,2539,88
8341,35571,86
24269,26495,41
3942,25062,43
37855,18143,68
27768,34870,63
35603,15797,90
13832,13908,26
31222,34754,35
20718,4649,16
34727,10066,68
2504,33094,83
3150,3358,40
20300,14012,15
8299,28993,63
36019,3233,41
3098,13569,33
9013,30143,49
3348,28506,50
10112,6258,98
13884,27886,59
34034,28832,39
11449,17753,36
21856,17343,51
28821,27778,76
30874,36872,49
29568,28597,34
12872,24406,68
38587,27498,20
9,4619,20
24215,3794,69
20281,313,8
12863,33123,74
25823,4211,78
36511,21008,71
1517,1761,88
18377,29293,27
31261,6197,65
27791,31588,80
9353,31191,45
9212,22016,52
29404,14527,46
19078,25868,54
37862,38732,50
37733,32551,53
2723,20409,50
8359,38319,38
16241,11254,47
13545,33487,48
13969,32006,47
18449,369,29
16600,4037,51
25624,25813,76
18803,27966,62
23430,27498,67
38515,8468,38
30870,26501,30
25961,35649,91
28225,3761,86
31156,17513,44
4785,3837,54
29742,10619,28
328,7813,49
7918,38389,48
36163,15811,58
29402,13181,43
27400,14481,57
11335,35697,63
10989,24433,53
35705,33987,62
2315,29711,52
14414,24354,71
29363,8394,37
20749,22635,51
28757,6299,77
1649,929,76
11624,10524,34
37517,18475,68
31730,34520,51
15764,34626,54
27202,24051,44
34729,12286,53
18146,2566,71
9502,32745,35
37803,29703,49
6151,33045,82
22983,25625,87
2703,7773,91
11709,26351,22
19997,16829,39
34540,25860,55
17533,9286,53
244,29263,10
12876,15437,80
31516,21395,84
28633,6372,77
38474,8464,38
7517,32672,51
56,29297,10
28860,23654,82
8521,30869,51
3923,9417,67
27357,11589,25
11393,24967,13
4908,21810,39
34169,10021,60
4164,20287,42
21508,35329,103
33785,32366,17
21752,1612,69
16721,30150,33
9101,33217,62
24917,35485,56
23678,35378,105
8463,15824,70
28513,9523,57
17017,8703,44
11734,16032,47
22652,12373,85
38649,13712,18
5014,14477,56
27490,26019,53
25865,31711,72
16691,24209,40
21264,32432,58
1239,35326,85
2732,24461,77
20695,1015,34
2383,26483,60
36009,31825,55
36358,37683,66
23440,25787,90
3853,13725,53
13236,23557,91
1549,4525,58
4010,20772,42
13201,21299,89
27352,12258,51
32286,36384,29
37672,20022,73
1073,34827,49
28132,9240,73
21312,14743,92
6823,16733,18
35421,2338,101
16668,34876,28
1057,36940,63
38281,33379,40
1092,4603,46
17002,22921,60
10987,10691,48
22901,19218,65
37733,33266,80
2365,37223,79
16162,24897,40
4669,7158,21
22826,25010,52
28207,15867,83
22168,24359,54
1093,11739,42
16958,21081,61
17601,33009,61
33377,18810,51
11442,9156,37
32537,9315,35
32332,5607,27
36506,34854,38
21102,4266,90
19816,4595,42
7046,29017,37
9908,29284,55
2581,3208,68
24782,5765,22
38603,14459,47
9419,33043,62
31692,23464,86
31171,7728,61
19679,24415,57
33754,1032,41
36510,25044,24
37078,30064,53
5337,22603,68
4903,30874,32
11612,36382,31
2732,30839,66
16829,21170,61
36795,6975,38
6442,38605,52
16729,7967,54
12275,19017,52
35283,27234,68
9288,23748,79
9077,16233,64
26460,30166,34
34985,10884,41
8701,24019,62
25977,35596,91
7519,38452,48
31528,27029,49
6795,5551,26
2312,19091,64
32262,27165,23
15403,27225,56
12464,11442,46
14021,32024,47
28080,5654,65
35416,3211,73
5304,20273,21
13903,29361,17
15058,17474,67
37122,7989,74
12885,18464,62
31600,25687,72
28976,27974,76
13174,34758,56
12117,8736,69
32748,6061,55
1595,33406,79
38654,18483,28
8286,20697,35
22084,38770,30
7104,11649,17
9202,37122,58
36467,66,27
10741,32444,32
6268,12056,83
29621,9967,55
2611,3281,68
25232,30986,21
10880,2622,72
9270,2541,75
24894,26483,15
35390,4898,67
21998,30884,43
19757,5281,47
18402,4239,63
32774,32680,16
3159,2411,68
21892,7877,68
33113,32663,43
5483,18116,42
25733,4829,52
26492,3456,32
15437,15131,82
34213,927,41
12327,22875,85
12225,16013,73
21882,22966,74
29265,17349,30
24272,855,61
37529,21214,95
25580,30154,60
18357,27287,38
17252,28541,56
31225,22969,67
7102,6487,54
177,4527,20
19558,175,34
32341,11013,32
38672,30845,23
21278,38712,55
13014,19559,67
20528,21317,52
23661,8498,85
12950,30900,57
4523,18071,37
4776,25049,17
25956,3236,58
10682,18818,40
6824,10944,31
2765,32657,56
467,4756,20
7529,25138,46
19197,7918,59
38599,39,11
19943,27963,74
7216,994,39
31904,38668,39
4214,27865,86
5320,24118,48
20259,28711,32
13184,27113,54
23445,3288,72
37947,28763,75
29765,27094,19
7978,25038,46
22230,34235,34
30368,9938,73
14539,36251,63
151,30256,28
27223,33976,24
25886,37829,83
28557,14530,72
10200,29262,55
25794,22857,87
1000,19869,60
22743,1576,93
35270,27203,68
20508,7230,9
7219,17343,33
36043,36088,42
4582,7201,21
27992,6765,53
6214,7827,90
2296,17419,74
28091,34852,63
29302,21477,54
33783,4516,23
28744,31748,64
31585,34966,51
11733,23656,62
17477,18936,42
3204,32482,28
8402,28180,79
38256,37783,50
9029,23641,79
12236,34907,53
5345,27347,34
37874,402,51
15762,31170,55
23694,29500,56
8727,13973,46
38661,7742,48
17615,21514,76
36822,22761,80
10835,16618,35
34508,36836,48
4219,38326,45
25228,13647,16
36023,11019,45
37701,14274,87
37722,14696,87
36491,28940,51
9418,9780,78
8358,30792,51
21796,36430,46
29495,3044,24
18990,10857,40
6416,28904,77
10961,10655,48
38486,13711,18
12924,26573,51
34165,35501,62
15064,37844,86
28251,30324,68
6406,18096,70
37623,27305,60
25729,24798,41
304,34269,15
19949,472,34
2562,37900,93
8584,26301,45
21092,26430,62
33908,22679,58
17499,11330,36
18306,33061,58
23648,15108,93
9770,35746,104
2404,2392,96
28623,13934,43
19935,35672,81
11546,22221,35
29287,28615,34
159,1052,38
19886,36265,49
10608,7745,67
9997,3348,71
36945,34143,40
38646,4901,19
31256,9781,69
5364,31141,37
16816,12431,47
28650,29494,34
19959,855,60
4641,14293,56
36772,3392,51
7175,37014,38
3468,18109,43
16087,22814,86
33301,15173,76
9243,28834,57
15486,12971,80
25067,49,9
14321,15791,79
19068,12007,52
35479,10936,77
27029,25621,53
22865,23319,101
4026,27794,86
30077,33978,31
6809,16159,44
4690,38436,19
1271,33246,67
19871,27379,43
17429,11317,36
25093,36008,24
14618,12352,78
25860,31040,56
33044,4912,49
7003,10936,31
37770,180,51
14431,1688,86
25021,14284,45
36209,38540,26
36793,83,37
6411,7204,54
16197,10102,88
24173,5642,48
20770,3129,22
34777,2362,65
12009,12966,75
18179,27502,38
6357,2544,95
19549,17553,54
15034,7967,84
12038,212,42
7779,18969,59
34080,24851,12
34143,10812,33
9180,18302,50
27448,6429,62
12051,4153,76
27111,1928,59
18020,124,29
34899,16775,28
22850,6495,96
16806,10028,62
12294,24219,65
28523,3266,50
29655,25854,42
19503,11013,52
17742,34603,43
23270,6101,99
12149,1789,80
32386,37520,53
34170,27368,24
27995,1503,90
5637,25144,22
3869,17728,66
143,28562,36
5761,3130,39
10004,3100,71
13654,520,19
8673,21166,83
33335,34190,44
32606,8760,41
33304,13680,48
18404,7994,66
28620,33230,65
26252,18050,35
8417,34969,50
11470,22155,35
28667,9766,81
30335,11279,32
6185,5374,66
24983,23755,55
24418,3021,49
28579,21848,55
4890,4935,28
128,32477,14
4213,27824,86
469,25256,9
18176,29576,27
36288,34696,38
15391,12906,80
10067,20769,53
18850,7769,59
19124,4093,56
27286,36243,36
22945,2302,97
23740,35394,105
19861,36805,59
4179,35660,93
475,9906,57
226,16746,17
32396,3931,48
22208,33132,60
36914,22999,80
8587,30167,55
5707,9060,46
4797,6420,61
32768,1215,40
34252,22076,34
35691,10895,77
22754,36422,70
30948,6997,25
7813,24446,72
32767,12453,44
11716,9788,61
17367,22089,51
9494,33930,36
37192,36978,62
11683,31560,44
22842,15895,86
8382,10133,84
16750,25202,14
3096,27420,35
34098,28802,39
21412,35010,67
3895,2653,88
3890,27171,55
1222,30854,50
11566,16794,21
10868,17773,50
20645,22755,51
8457,18206,56
28506,14392,72
21382,21360,100
4223,15360,81
2373,2291,96
29659,17607,30
7116,18934,23
4927,23364,66
13009,6298,86
16211,31764,71
13194,11629,49
13870,10017,64
7742,20649,45
16128,16833,48
29495,12119,40
33843,37872,54
20491,7557,45
30121,27773,68
38397,30254,27
7839,7969,86
23343,29427,56
6166,38716,52
5467,1690,63
32361,15793,45
12519,38739,41
17451,14323,68
25270,23459,55
7136,12165,43
10618,12849,63
21849,37932,70
33249,27236,50
22138,2323,73
18765,940,48
31134,12294,54
16702,18410,34
19654,30354,50
36258,16520,32
38356,1984,49
14641,31126,60
21,10084,57
34648,1506,61
5421,865,51
3942,6472,87
14705,10510,66
16603,22102,36
33929,1203,41
33262,35442,88
30059,12099,58
4220,5262,59
6996,22862,56
10754,37657,69
8533,31552,67
37782,35598,98
3898,30045,62
14612,24930,45
2296,34752,65
24015,36189,50
10983,27423,39
38473,2254,53
10580,25817,62
15937,15143,78
6356,15193,88
25131,15851,40
32633,9751,59
19645,37797,73
27819,4972,60
19029,19702,44
18048,38440,28
26281,33359,47
13776,14408,55
22508,14433,91
3516,18199,43
20522,15418,43
37572,26391,57
21391,18197,73
19672,30985,46
27429,12158,51
13020,34262,48
6310,15156,88
7861,3144,63
33017,10068,86
5583,16628,30
31094,27889,64
37032,376,37
5473,18105,42
22044,18871,41
23023,22854,98
8006,16115,80
10907,22839,73
21510,15013,91
36255,22132,46
20601,12982,41
7961,17325,69
25635,13663,51
17299,7177,33
12311,2718,84
30270,27242,37
5563,1116,51
12938,4268,79
5297,27830,65
32674,14759,50
34729,32350,25
18047,13185,62
17687,36866,57
23531,15767,89
13757,18898,29
14299,32758,50
16598,1827,55
14696,31514,76
19142,6074,63
37525,4556,59
16541,22171,36
33963,29559,13
25766,24213,67
8568,12930,72
4874,6931,21
4673,25515,52
11404,5418,29
12395,27140,51
10989,15321,65
14269,33108,77
29380,11629,14
17329,18238,49
24178,26473,41
11678,34010,19
23021,21329,99
12314,409,42
15470,13556,54
15053,3013,61
23677,25563,90
22588,23295,101
4143,31877,74
13912,26272,25
31962,18011,57
30278,6062,69
30268,1007,54
37111,21784,56
21094,29498,54
11548,13268,49
32408,15416,49
21817,5464,44
34588,17762,43
24021,12778,68
36259,5337,40
95,9358,33
37862,1510,89
20683,35288,55
15064,37045,72
18276,37539,68
36503,483,27
31607,15070,75
29533,15965,41
34616,16023,54
33122,30441,57
32691,24217,37
38706,4201,45
19811,1608,72
21061,15842,87
29310,26649,16
11254,22885,59
7827,16773,54
38360,10076,56
25797,10891,62
3850,813,72
33105,36237,56
28999,19019,46
33154,34054,44
22708,18359,72
34717,34145,26
32308,2590,56
36768,36861,62
487,7647,49
3415,26309,32
16905,5585,30
33061,9148,62
31869,29607,38
31004,3991,58
22748,12772,88
7054,8459,40
13724,37958,58
19936,919,60
33946,10247,60
2701,13845,61
27141,29462,19
35448,2684,101
21448,3235,70
777,24892,35
11412,6109,57
37718,28677,75
4544,19049,30
24953,13950,16
28988,17459,56
28956,18432,53
26495,33420,47
27833,29631,50
32272,38654,13
12216,19576,64
33062,9808,86
8304,25658,71
34161,17482,35
11324,1010,42
7596,28945,73
37930,16807,56
22891,36485,70
2019,24131,73
1745,7628,87
13564,37922,58
33124,6156,82
12047,502,42
12018,36977,67
23336,19578,80
31034,7896,61
20297,7088,9
337,18982,22
8729,1066,65
4847,36395,35
19537,33335,63
27163,30876,33
13211,3764,79
15003,29504,45
37026,12970,70
26375,9046,39
6994,1547,51
7558,11666,53
16892,10721,35
12932,2449,87
2622,32703,56
7006,25705,45
12514,33914,45
3035,2391,68
31855,8006,77
37977,30956,63
23343,4725,66
26726,15985,49
31183,31799,52
10922,2555,72
8443,14677,75
21388,12429,86
31027,154,24
1026,37159,63
34604,1888,61
29730,21958,29
32440,2576,56
32477,14431,50
23691,19758,80
16798,2583,59
18209,28765,53
25105,37550,48
15826,13944,50
38282,19063,21
11621,17516,36
15895,5717,56
7986,16602,54
4931,16921,25
35665,26582,65
36955,16925,42
23370,9949,103
18187,17335,49
27801,37122,77
187,12518,42
10125,36444,72
26500,14510,54
7910,21197,93
12364,35315,89
21943,11405,35
13128,15025,80
27293,23709,67
25075,30832,21
18108,7130,30
3152,30344,42
31784,36362,55
1094,14313,74
31819,11327,44
947,23015,81
21794,15460,66
5741,36058,40
15821,23273,89
9039,4871,41
28625,16987,41
2622,9511,75
14688,36894,73
31605,31094,52
15385,28816,71
38610,29492,9
35372,1796,97
34503,31183,35
13841,20318,15
9931,23732,103
22710,16672,60
31215,37649,63
16020,7604,80
12103,23650,88
28822,5370,49
36322,35718,74
10131,19206,67
25525,25227,41
12296,36373,57
24787,26725,15
16897,3007,31
30315,16832,33
29770,30021,26
36920,22220,56
19554,19906,56
15515,27310,56
7080,17321,33
3137,9904,71
13259,2393,87
6121,6247,94
2699,3763,88
28171,36753,77
28055,16040,83
34986,6508,64
27458,29259,19
9008,15383,68
20646,16210,39
34011,25056,12
10245,26440,63
10120,14680,93
6216,9268,74
7881,21991,68
13084,10072,90
24755,13814,16
19659,15834,65
1822,35385,97
10130,30274,73
27953,9102,73
25015,32567,11
12275,31099,54
1078,13925,45
12157,36373,57
27487,15214,56
7126,4738,21
33935,35612,62
7688,16044,80
21363,34966,67
21281,4108,90
4260,30818,58
35363,900,85
29597,9380,31
35636,35491,106
5714,3319,39
8297,21986,58
27519,32503,23
16153,25633,75
28026,25945,84
25526,3299,58
16681,4867,25
26716,15296,53
33992,5278,28
2018,36029,65
24968,23264,55
24750,6932,10
18757,22512,65
30873,12505,54
2774,9135,75
8499,25661,71
18160,19699,51
13164,38640,44
25588,6968,45
15221,35356,94
22870,3176,69
19516,33036,63
8490,2644,81
34647,7877,60
27293,38533,20
13063,1755,83
11633,27016,25
30473,34882,39
7818,12312,79
26410,34255,21
37865,12858,84
34762,10152,68
24039,17614,55
774,12923,71
26566,31106,30
30284,13169,61
9391,38402,32
21291,30317,72
31209,1063,50
37143,20353,33
1726,4964,58
36343,37083,52
3288,1791,64
13973,35275,66
2642,35477,101
8307,17580,59
38009,12783,84
25691,28105,84
2389,14338,90
27802,12821,85
27041,868,47
34794,21960,42
30481,37920,67
15213,11435,51
9984,36321,72
3443,34522,37
16826,18371,34
77,28902,36
33072,21473,85
4244,1071,72
8739,23503,85
8594,4009,73
18095,29251,27
35649,35312,106
1719,23019,93
28902,36327,51
10974,22230,49
13793,6083,60
37041,402,37
30365,31534,56
16977,7649,54
365,23726,58
5334,38443,24
15785,32458,45
37602,17642,71
8659,23424,85
14315,5279,61
32268,38420,13
5311,10932,43
21184,27287,65
25891,16826,49
26307,21162,62
7557,20649,45
32488,11687,18
20622,30489,24
23303,3362,72
6480,6916,54
21843,22661,74
37564,17584,71
