card_1,card_2,card_3,card_4,result
25187,22531,20478,22880,85
12197,38423,31657,11590,69
12309,13117,13798,12518,112
12080,8344,30275,28813,81
61,9090,17674,21856,84
14453,451,30867,11276,38
25702,37823,24989,36011,79
19935,10844,34972,25764,72
25713,13152,22205,34012,108
37887,23366,21321,8525,141
13987,25844,27388,36238,69
6481,4989,14451,12218,88
27085,31046,28926,25137,29
9979,25933,17017,27318,99
33226,14322,21004,4682,97
7679,38288,29568,16511,36
29587,26665,3400,16860,41
25188,13913,18001,11716,46
18009,11397,3938,18500,92
19271,36394,30164,9259,68
31273,33127,11276,24175,56
12909,12957,22148,16977,113
4127,26503,33380,10062,129
2579,3062,28845,20694,64
18338,1187,1981,19915,64
10078,7772,272,37676,94
20355,5653,4051,37603,80
13875,10696,12502,23021,105
17317,24253,35709,24089,100
30401,158,12761,3235,77
31571,28222,3394,22137,90
3025,9242,789,30291,78
26270,9512,5713,33194,79
19750,18927,18382,21062,76
38400,27136,512,27831,43
25703,13542,7518,13851,78
2552,36122,38753,24451,66
25630,35468,31961,17428,142
8706,17478,36825,34973,70
27162,15981,1030,2674,91
18426,4661,19959,27188,44
28737,6422,6821,19540,57
20680,33040,9847,25025,80
13730,32603,25091,28725,36
4830,7061,10971,7199,50
18767,28698,26768,32323,38
11584,36326,13775,32680,47
31604,34727,283,29586,42
13237,9485,1534,22887,127
15967,31712,25821,30898,103
12001,16624,30836,19980,57
36795,6855,29444,2003,46
36993,4695,24214,37647,62
29288,24979,31207,1768,37
10602,35339,7253,14614,97
29320,12258,34033,25129,46
338,24019,26479,21327,71
7800,1673,24812,37548,63
327,31500,6784,16219,70
2466,27191,27465,8659,65
6893,3810,22183,29537,77
32401,10002,31240,10602,88
15504,24953,36771,16637,37
24914,10161,19568,35355,113
33167,27331,24933,6226,66
12873,21521,18755,10576,111
4846,35342,22546,72,116
32401,7977,13198,29582,67
13217,18410,1964,34840,87
22935,21305,30405,16771,113
37873,14424,31214,3104,60
12829,18036,35320,16994,126
36761,27233,50,32504,33
10876,31968,12464,17274,102
9459,22771,7075,3964,117
35773,8703,17474,18966,109
32517,20302,34973,3804,60
1795,36068,26745,11548,58
4584,14505,303,7022,39
9515,19086,22727,30368,92
17491,32688,855,18472,72
34189,11286,32297,10822,49
31764,314,25608,18821,72
13138,33384,10604,10893,110
1507,18427,10170,20746,90
200,38011,27070,27431,38
22136,37936,37244,4746,77
18479,13657,6267,28808,77
38438,5254,26309,8680,50
37508,37201,37515,1727,83
28169,28750,29349,6962,51
5438,11598,29764,967,44
38682,2442,1707,37920,85
13807,16571,6806,13556,44
1904,25026,21288,7567,83
28222,21328,19686,9350,106
24993,15788,14766,10058,96
21961,21809,9416,21518,120
23509,12088,29003,36918,109
34935,11714,10256,36243,82
12121,34631,16560,28918,61
32646,31226,25228,26697,33
28174,6895,37253,29280,54
19895,33998,1246,11755,43
37677,12465,12239,20408,86
12495,9881,14340,34180,99
24167,7709,24524,29736,38
21154,23502,4550,8292,131
21294,4805,21886,2736,118
7772,14269,9329,14,62
33290,23,3171,37912,71
25690,20773,16148,15043,79
10966,21336,13563,37155,94
21305,37815,4912,17377,108
31001,4743,12435,13546,67
6757,14594,6859,20339,28
4901,24466,1691,19963,49
31107,16983,8627,24983,45
5622,9476,27771,19546,74
7114,9087,14748,15140,55
27397,2424,19898,7645,62
37034,13511,14739,18444,60
28941,29470,7637,27772,60
38001,36507,31197,16222,83
3895,18446,23467,28620,126
8358,11447,23438,13593,96
7574,8004,35733,29728,92
19053,28635,38769,213,29
24975,1946,6910,11689,40
475,17749,31977,18011,76
26630,13030,31765,14569,87
12039,10874,9228,5502,92
23374,10665,9320,29682,106
11605,30286,26707,5318,52
29556,2326,6158,34193,81
4091,34591,21943,13636,87
6886,34564,27019,7902,35
1759,16845,29645,7125,42
19040,36468,10775,24135,53
31520,15018,32567,37053,55
17760,36387,36928,12387,87
29731,17411,13213,17420,95
2635,18188,2400,18344,112
10753,338,16772,23590,91
37148,27220,18071,18969,45
37511,33898,12030,18017,83
18819,241,25052,27114,19
33969,34839,28199,28718,57
28251,1958,38440,4579,67
9899,38706,35573,33329,136
17661,29755,16719,10993,63
25201,35340,7943,29595,79
28226,37699,20482,4688,68
34941,30077,35473,8659,103
35284,37144,17322,22121,121
23533,36507,6385,32266,108
3081,22514,31129,27249,68
10019,26338,1706,268,86
11634,16142,31603,1988,87
21027,25188,5267,21975,83
3934,34698,14407,4253,104
25976,6303,32367,35677,132
23363,19202,34898,15471,74
6070,19062,17730,13553,77
5503,20283,22766,21213,98
10090,32288,27911,36758,99
20491,28200,25613,36788,81
3453,9504,36436,23738,110
286,36148,18407,33036,69
24245,25168,35433,27489,72
38764,31743,29334,30985,43
29413,3930,33193,13031,112
15958,22660,29617,38620,82
38738,457,8761,16657,43
11445,10964,35551,4588,102
31663,11605,23765,28063,114
14389,27503,15123,23716,76
17263,36879,25729,34899,85
5289,24849,38759,471,26
16519,13742,21297,3771,110
30990,25943,7201,10117,101
30024,294,36770,18382,59
34103,23362,30151,11605,89
15996,31132,27423,23014,87
37164,24178,36372,6320,72
27221,8469,4716,3996,81
10978,24306,28780,23257,95
833,5443,34535,35023,46
23753,822,28994,9843,130
38643,30888,752,29718,37
2392,36987,16900,10822,84
36062,23691,25789,6973,111
1611,15045,8310,34091,58
29634,6154,10780,9943,106
2771,7986,7991,1527,88
24380,33285,24964,21803,63
31757,7206,8594,35505,108
15404,37966,37511,37794,80
759,18495,16655,35405,105
14767,5419,6511,27800,84
4923,7674,12195,7598,76
35673,30034,5774,25737,122
18914,27951,1811,13897,67
14274,4151,18825,223,66
34963,19890,13888,33762,36
31686,26513,36808,24016,60
8498,4730,24887,1785,58
33367,38254,1640,30522,70
28694,31866,3437,12083,80
29772,37835,14436,3339,54
21339,25568,2761,15468,124
37565,26771,23342,17393,114
14516,24812,18794,36861,36
15750,33976,7627,19146,64
1622,34133,19656,10107,83
33940,24758,20749,10868,36
478,2345,454,29268,52
11763,29458,5722,17712,52
16848,26669,14401,21186,79
9406,16129,14472,33114,100
23458,36788,34836,35458,131
1185,3860,33388,15137,95
35313,1617,24307,37012,100
18182,23689,10580,12930,133
986,10514,7809,20700,58
12093,20656,13898,10692,67
38587,22030,36362,34819,53
778,30148,13036,23385,127
27845,2307,405,29701,74
5705,22601,31227,16749,73
26260,25735,25634,24308,93
10918,25906,18820,6803,71
9974,23600,18508,319,126
3008,10089,27078,12384,96
25951,12054,10971,34663,96
36830,27490,2339,27140,59
37525,10681,9919,22968,134
25092,10109,8473,29555,76
31798,3062,6878,21001,89
19020,20318,37623,16640,43
17389,215,7817,4682,62
28203,16829,9512,17544,93
29662,28864,14401,10035,76
8015,16089,18488,10786,91
13921,18136,4945,12483,77
10559,37730,34805,33772,63
13521,28980,11735,3169,49
24030,4868,24376,36989,47
34817,3002,19913,28887,40
38478,1227,24288,23741,84
13237,1829,32666,27061,71
1997,36228,907,24956,57
10205,19538,37925,12091,108
1722,31710,7659,33431,87
7536,25850,8748,14270,85
36250,21836,1537,6243,92
30429,31860,4764,4569,70
15234,3331,57,24207,37
8388,30825,28995,29514,47
33364,25213,2000,32589,58
23277,14659,3777,29369,110
6781,22856,10021,5662,107
10617,38593,14402,28210,67
11450,5460,14250,30152,52
35692,5358,29678,6922,79
10241,9035,8521,1799,117
11589,24317,25998,10584,77
14543,23745,11342,6938,81
1013,25854,24990,3225,71
1013,24404,37603,34758,59
25815,30133,34591,19784,68
25845,31180,10008,25623,130
25503,31623,9094,33761,97
14337,3186,16144,20487,61
2401,27154,22797,22137,104
7772,1652,10264,6469,116
3021,37958,52,33214,71
7036,17299,21414,34988,85
24867,31594,3081,18184,61
34905,5551,34646,8591,49
18874,16976,12884,37852,80
8388,112,24330,12934,75
20283,2657,964,4103,98
10236,37131,30378,36472,97
1904,11732,38255,35767,91
23508,15922,11668,260,101
3353,27831,22595,253,88
16970,33171,13805,1753,71
17438,4898,34808,30460,66
1673,5631,6046,23651,116
27175,23644,18897,33040,89
30950,33827,21257,36204,79
26547,36891,24945,18361,50
10593,6261,24812,25124,60
9920,7594,10934,19043,92
31502,12361,4099,22069,120
15487,38444,29255,36960,32
15235,21761,13168,6459,103
7512,171,8354,8640,64
28882,29523,149,15251,30
1755,27954,25666,32635,92
10655,16261,31759,20487,81
24079,12265,23007,6772,86
23461,8291,25516,19994,115
36511,18491,34801,19701,50
10249,3386,7696,24949,81
37270,12227,6104,35290,133
26551,38294,1591,14458,49
6108,19886,21438,30398,100
29657,6780,11692,3063,35
6895,15378,873,35335,89
21215,5282,1735,764,94
3225,944,9483,180,66
13618,6925,7788,19825,42
29007,36241,4654,14341,54
36851,9414,21353,18949,93
35728,31889,2700,22696,156
1053,6065,22047,20351,76
14648,33888,3077,35394,91
27407,19236,19068,11298,26
25881,10799,31736,1970,102
22184,21171,8358,6052,121
32346,26497,25801,21504,100
12414,20341,4108,7144,81
19150,25194,34132,15198,26
14529,27107,2417,6137,84
27515,6113,18360,2718,92
33343,19234,31166,35639,99
16098,2531,29590,36408,89
15750,7827,38287,877,72
38411,20500,37829,35538,87
7928,497,2413,27186,62
1227,29576,242,251,34
12318,17619,20618,3790,100
81,37544,34043,34045,48
18448,9851,28502,27322,84
34835,787,6943,10592,55
22208,5397,33116,7052,70
19053,32690,18757,16028,53
18390,22611,36496,23019,116
21034,19942,34701,26671,70
17361,7561,27458,13796,59
21253,7061,20560,10072,101
12929,31013,34946,29277,61
1896,4837,22189,24233,67
2505,3023,28918,9257,90
20010,5278,1227,22559,76
33504,8326,35442,34202,113
4949,5722,36132,22847,82
24125,27390,29284,31578,41
29286,26299,3228,5743,42
26396,8727,26653,1053,63
9386,36025,16888,5491,67
776,31182,21967,6191,84
24939,34015,30843,23373,74
21116,4006,27003,14707,102
5373,12196,5758,26533,66
4997,24993,3459,27477,35
36965,20684,14508,24502,38
18831,38531,8402,10822,54
31122,11603,4005,6099,94
32766,18455,20295,800,48
9810,20261,21260,12857,133
17016,20328,34546,9849,69
21753,34131,22225,5642,69
10613,27507,132,4011,74
15872,5608,30100,16740,74
757,26690,33274,2481,93
17332,36335,5335,25674,90
10021,33800,14632,32602,77
34048,16672,9065,15238,56
2550,6998,25066,9485,74
10833,32425,22099,35774,110
21337,29572,21331,19718,98
12968,21207,17705,6104,141
22632,2476,12151,21101,150
27164,3125,28053,4620,60
16256,8638,28097,27026,86
32740,35737,2548,36400,116
23344,33270,25630,174,121
15323,13884,6377,3801,95
31247,22946,13575,27099,67
107,37112,21953,3493,59
2307,2397,7602,33404,115
16211,24504,782,23577,112
23564,19793,26456,9205,98
30290,34587,29341,18059,50
4925,30772,38513,25816,65
37129,13688,16154,30768,71
22895,19582,13771,9506,87
12202,10793,15210,22161,84
11489,34888,23639,4961,84
8709,2287,6419,19059,95
30137,30781,33756,16503,48
21810,37890,37524,31970,96
31618,19767,2640,20337,68
32584,22922,2750,20677,86
27434,25129,9817,34805,63
38387,36994,4016,16576,73
18459,18873,13858,9411,67
2663,33518,15070,19079,77
30962,33116,4700,38733,56
23765,11633,27075,12456,96
13044,3991,20501,9202,111
9271,34233,14511,20536,51
4252,9356,10654,17589,118
6973,26687,20360,6100,53
31241,9850,24840,27173,65
14545,20414,7767,13194,69
38610,21388,34822,10141,105
24390,6229,17371,4757,81
38272,29763,31221,36515,35
28186,36782,11701,28145,81
26292,27239,10021,6452,96
2319,34082,12363,17724,101
20009,7648,7972,10536,60
20328,13180,30158,16548,70
2637,21142,3293,34069,103
5745,13220,27824,13751,92
8445,7930,490,16951,54
12144,20525,31788,9494,84
7025,11326,12235,6109,79
37251,12244,1510,7545,81
13568,9459,14484,28687,65
17447,12336,22164,22616,120
5574,17264,19924,33297,71
37011,20383,3829,26005,95
34923,9175,9037,16570,75
81,5613,38594,27960,51
22576,35399,22861,10147,184
11705,38389,32295,37255,38
31512,1726,13781,34897,65
4790,24922,15996,9196,78
4210,2289,27347,11539,92
29584,4100,22519,29432,90
19766,28221,7255,24808,44
6046,20646,38326,30987,49
3283,8568,31027,17671,71
5425,12793,30789,12468,91
9337,34046,1668,6350,89
20384,19857,17693,163,40
16886,23391,24995,25618,102
9164,24461,17621,4872,77
35480,36107,37551,4904,110
37557,7161,3979,11340,83
23311,18889,37987,18193,102
15042,29548,4878,25655,62
32728,27164,10817,31019,44
3186,28965,21417,1849,90
38022,27118,4217,28246,98
5638,38378,30292,28997,47
27179,13973,27348,7579,37
12503,25556,16501,1670,97
23428,24897,13600,3779,110
25849,32255,2330,1104,98
34705,9128,4526,9100,78
24826,126,29764,4009,55
4810,14338,10534,20711,50
35360,30808,33789,1597,95
24404,22233,33052,17509,86
31725,17501,22612,20701,92
29456,27283,34827,35429,72
6911,3312,17773,13542,60
13266,36037,13865,20584,70
33212,1636,25856,32647,91
27158,30004,8716,17302,69
18965,20742,35632,16504,75
26325,24111,36950,8414,57
9124,7684,15788,6427,109
3265,36968,1529,38580,54
28916,30460,32712,37677,62
32461,6765,24290,25158,27
8747,31962,454,19596,57
4046,30437,7639,14253,88
28141,30752,36841,16170,86
26497,20643,11566,32311,32
25898,20517,15149,12217,76
21961,12495,6191,31022,96
19751,1950,25250,28253,57
6138,4139,35378,4878,144
18358,36855,9765,22984,123
33058,30501,15248,10696,75
17325,34054,7140,840,60
33519,28113,33853,28713,76
36029,20632,5711,22158,54
36437,5378,27145,11273,42
18148,18447,10942,18342,82
11316,3777,13031,6240,123
1769,28990,8742,7711,69
4063,11426,29503,5321,68
30507,23757,19124,26281,88
1048,24287,15510,1941,55
31728,32386,18910,16219,71
17014,18022,14504,15141,51
22029,36118,1987,22779,100
6162,13704,38338,12439,80
24239,37154,8406,31799,69
38385,397,2451,2557,83
24941,13963,24421,25236,28
26333,15141,23676,79,78
37532,5741,6770,35516,99
12407,33266,15896,8653,111
33331,15925,37622,26407,96
13848,10538,4834,10161,97
34541,10997,24859,21144,77
38597,5584,23754,25600,105
16727,6429,6340,19074,81
10660,14706,17644,13672,73
22925,36446,27887,11622,94
5768,6120,29667,37822,72
22040,37714,25053,33921,60
5731,32503,33469,6481,79
3520,8659,37213,38728,55
26744,36899,1983,31954,71
13599,2335,29486,33435,80
10886,25679,30495,363,82
30323,37069,38449,2457,74
31107,3911,30290,1657,90
18423,29400,26504,4996,50
12293,29551,32554,5495,54
21470,25689,9316,7974,124
30477,15176,18208,29774,50
35649,29562,26467,15961,105
18893,10025,33772,38440,68
312,9259,19039,6974,47
31884,16149,20014,37792,87
3516,1244,36235,25230,51
9040,18393,32331,20688,58
23389,13010,1572,22231,135
29276,17015,21499,33771,68
6385,8603,38392,11594,68
22954,7144,22802,7996,103
9489,15775,32672,21163,113
15180,2305,22240,2656,104
21914,10693,25762,37027,97
15908,34020,34227,4693,65
34072,18850,14542,37760,51
6144,8715,8276,15419,82
33469,28508,32314,36420,63
27427,9846,17594,29002,90
6810,6497,13550,22100,76
25204,15479,22200,3406,49
34021,23680,33244,19755,94
1912,28635,24008,5252,53
24322,28759,6494,25536,89
27376,29487,14363,33485,47
21451,9095,26566,33308,111
18450,21987,32597,5484,64
17453,8664,19779,37605,77
6877,30796,28725,21421,73
25856,1531,21053,5320,112
10164,24518,21274,22227,125
26671,21296,19908,25028,65
10119,7058,4080,9320,125
373,26555,933,27107,40
34211,18783,16717,18408,46
12762,25856,10250,21109,167
10538,7115,34551,22125,61
18181,21052,33057,11302,101
3009,38386,19194,29292,29
143,17472,10150,15368,88
35754,77,27913,31793,114
13664,4694,14519,35627,95
29458,9488,6138,22817,104
13541,11255,7586,24426,48
4905,10760,10629,37710,82
4791,10663,19705,32731,50
37905,13730,35685,34599,101
10704,876,16882,25187,54
35502,5504,15203,9822,124
15337,15197,29586,36389,36
22108,6028,32426,27152,68
9366,35477,31782,10239,156
7564,34551,11453,7698,50
26763,17267,19591,17385,70
28169,17479,35698,24930,113
34063,223,21073,18170,79
1882,24333,28705,33416,68
31661,28504,7974,13934,65
38561,26495,20444,22709,59
475,18957,3518,26608,38
4881,21144,22172,12452,112
25011,16161,5553,10878,70
18171,13100,7577,7844,91
13134,11360,30946,35490,115
33076,10582,13260,17386,114
17538,30043,32661,18100,72
24778,24486,35472,17685,94
28888,4821,2439,25501,98
26654,21834,28692,5718,60
24065,21099,36031,29496,73
16831,10199,15060,30773,77
21000,23733,21392,2410,176
22785,8486,9348,20643,91
30977,13601,28856,26435,47
3232,28742,33443,10113,101
212,26746,10205,24233,75
32566,23515,6318,19951,98
28241,3889,29286,21043,118
1068,6889,13541,10174,86
8524,16167,30453,22232,96
36116,34083,37504,38751,54
10564,21806,11682,31177,66
15212,29493,22103,18092,56
7062,36777,37045,18429,57
20392,25010,7030,16264,45
30251,10923,27155,25109,47
37755,26467,1871,4813,70
33050,31656,5584,37700,87
19244,1809,35447,38304,87
27072,1635,764,13628,55
24059,19791,37516,24822,42
13547,18367,5387,2302,81
10159,12818,10009,23017,175
923,4138,33031,12967,126
9000,31024,4888,23743,104
18219,3024,27973,17615,88
27166,19249,14460,28582,34
23771,37871,36136,3871,134
14464,13782,8445,30825,56
17445,11594,4848,5489,62
33184,10886,35719,27282,109
27440,7999,1612,9178,68
31727,17663,31667,27160,78
19206,14295,3282,10618,54
28224,5269,12033,28725,82
32702,21910,36203,21123,92
34144,23729,36445,27403,81
28543,22151,38720,26488,53
5697,24237,28982,15249,41
1015,14756,10104,32434,86
36790,2685,22643,3136,105
9512,30507,24815,2565,85
1911,7977,19727,8016,58
8740,4030,16804,9141,102
28858,31847,17420,819,80
18801,35407,6152,11518,104
31000,25800,4710,24299,69
18953,29479,16501,13692,34
20403,19719,22849,37185,63
16260,18229,12051,38534,88
15108,27898,1107,9825,102
18319,1778,35618,23372,148
26005,13154,9095,25812,139
4945,15807,38419,1057,70
1090,773,34513,37923,68
26369,36469,28220,36100,72
10604,31699,8366,30907,77
32275,26330,36890,12165,65
9859,22890,10100,7674,152
16582,188,3089,15206,39
19920,1690,28805,31756,62
12311,28100,9064,24817,89
34521,35746,37579,21432,132
22501,21260,10015,3750,174
32308,25083,36328,24804,30
12423,14255,26460,22241,78
11340,34945,3194,27758,60
26736,27018,30833,4698,40
6271,38603,33217,16015,97
24396,31849,25166,7656,52
6416,25521,9493,11,102
28797,31558,6426,35583,124
19070,4240,20458,24862,53
18024,20708,35558,6453,110
13162,15801,3383,1026,104
24155,1572,115,9054,63
28039,8410,22237,23296,125
1615,32400,34511,35500,92
38718,33022,21985,18302,76
5463,34697,14659,27420,36
37141,7976,23717,1793,103
23262,2755,21763,26288,124
27926,10031,35501,27974,160
36208,13227,4140,30985,107
2357,7668,23699,36277,120
6890,4237,18000,16989,80
21246,14609,6751,18520,83
33301,11476,24087,37176,61
19043,16905,954,26757,47
26359,34625,37242,26761,47
7254,7077,23362,4019,108
25230,1533,27785,4677,65
22234,27918,9331,36088,96
9359,16055,23440,6199,145
16253,37723,28178,1557,105
13710,22022,17542,29405,67
20517,28144,8319,38366,56
37175,21944,33771,13799,61
19581,38679,20661,19185,19
5517,31001,29770,17385,52
28597,34029,33126,35752,104
28221,24217,15260,23719,97
36906,19938,20326,31539,47
34211,21016,8647,21425,118
25204,7072,15953,12164,73
38340,6407,29643,12199,71
9941,4897,25171,4689,79
9170,276,3022,27872,76
8710,19711,27167,29711,35
15896,16661,23317,8702,117
16956,38638,28215,19213,50
10201,25085,24026,19110,66
947,37830,242,17726,74
32315,24474,12094,17525,73
20420,18037,33142,12890,88
19983,35582,21261,7691,122
38367,1657,38387,9231,58
22257,37219,27781,6128,99
5573,10019,27939,12115,118
32343,13603,36951,21293,80
26684,29661,34604,37549,48
19003,32617,30378,9242,60
12056,26296,22016,36869,81
14346,10200,31204,27759,98
6000,1574,37596,8259,97
38343,35501,3967,17323,129
22210,20718,845,3299,58
38600,23629,29713,23341,113
31072,21865,5589,23289,98
8702,3758,22768,2458,139
29574,5346,1678,1052,54
31037,30973,15062,33486,55
26552,13620,19048,36891,46
10674,8722,1565,16239,96
34015,24487,7028,17649,51
5289,30457,21227,11359,84
38284,15489,15963,3899,88
5487,15195,25612,31237,66
28656,33025,25996,4835,89
28779,91,22162,28817,54
235,29536,11450,150,26
25181,3372,3186,19236,37
29584,11658,32471,13897,35
313,27806,31700,9815,106
11667,38012,38561,9141,67
8670,30081,21092,35720,139
19571,19947,10913,1576,54
10836,13257,13919,30250,92
21473,13125,6356,4057,157
10950,17282,16158,10520,103
8443,6090,20716,14594,67
30803,35252,25688,27830,130
13001,14345,18309,28989,83
29720,29594,29612,37568,36
12003,37102,14375,29649,61
3505,8527,10009,28958,95
18300,18516,34184,15793,82
34846,24879,6268,10866,65
16782,30152,22841,9300,97
12173,13763,34901,37832,75
17605,29280,24508,27260,43
27137,38306,28020,28661,49
13103,20585,7719,14677,69
19026,19971,24772,30754,25
34544,32508,1590,28017,64
17258,1929,22225,32374,78
13925,34785,32632,9089,57
30341,6460,22696,37784,114
32581,37222,24837,32667,34
8752,7816,26346,12098,79
12072,36464,7131,21861,77
37727,10097,18754,16625,89
33850,30977,14006,28054,60
16079,28633,28870,28580,69
19923,19225,4052,6142,86
33892,15396,28767,19807,35
19103,25631,10516,25042,67
36251,30397,18018,9897,102
29497,20615,18151,20684,28
24423,24205,16598,34168,38
36796,4256,9810,15314,113
27354,20461,31149,37588,40
128,3905,10817,1974,90
3875,34081,4631,19213,71
17282,19206,24015,3837,83
27119,1898,126,13611,43
11456,2599,3322,18446,80
28861,31621,34079,30343,63
28841,10663,7898,37875,74
16599,6346,32398,9253,79
16720,35469,36907,11501,92
16819,6423,10583,12129,95
2720,25643,11654,31097,92
19063,31186,31646,17364,66
18882,15395,35506,8295,91
26463,15754,12972,4513,98
35523,18990,16672,7014,80
35689,38770,7129,1085,86
31743,2650,29628,34589,72
18044,17370,37226,38348,66
18087,10585,29758,19986,52
28851,36212,6760,11696,45
25052,10658,31500,5538,61
21444,32410,7715,7866,84
16934,37180,14707,2312,74
31257,23543,36189,12055,108
21957,2328,26547,13612,85
38408,13149,10082,5252,104
2573,12241,15303,30940,84
2697,29719,10165,27237,92
21891,24883,25752,19004,69
35736,6317,36995,4018,145
11397,4842,6441,21368,100
13192,4255,33833,4134,132
6893,22869,3516,14755,73
24067,21460,21310,15919,130
871,30892,1046,994,64
2307,7504,23338,38565,109
8497,30509,21381,3210,97
37795,2502,37171,10617,97
22165,6512,20722,12513,88
26353,10174,37153,28511,87
7719,28699,15408,23416,88
10626,23021,19175,35366,124
37660,35769,33045,20506,109
36109,30889,10596,2420,84
28857,18965,11659,26270,40
20412,15473,2376,27887,74
25770,34749,1997,21861,88
1170,31203,25608,12004,94
8756,26769,14366,22014,69
35306,32281,27773,15460,100
15062,32462,8724,2542,73
3266,37904,36829,26402,65
16062,33493,10017,3204,122
9191,20423,12506,10912,82
17459,22090,28197,36923,93
10611,13809,6836,34146,51
962,7764,15182,23425,94
1653,9930,33312,27143,99
12820,35418,19114,21447,145
9400,28023,24419,34721,73
22946,7028,18174,27811,95
9294,19004,2406,35724,126
12764,10196,17729,11366,123
9813,1799,13760,8429,102
34197,7089,9489,82,50
17522,18156,11378,28102,84
20402,12757,23758,4818,107
1055,10552,9870,21834,112
9936,27046,25727,25574,124
27877,15090,7022,14450,55
31790,22849,23608,20457,118
35651,104,27949,15241,98
12049,17471,15251,4267,106
12991,28893,37099,31861,90
34935,20650,31180,33917,29
28220,7582,9880,12127,122
24967,26331,24325,29386,28
26340,32550,3348,25185,37
33780,34813,9774,13217,104
12234,4180,5648,21315,128
26293,5268,30943,37011,49
17398,33403,32579,4976,75
36769,11366,16216,4702,72
36356,15298,3503,6757,45
35022,15859,31546,31258,75
7845,828,22864,6038,106
17545,19826,14297,8010,60
3927,2609,2262,8275,135
36958,27518,36989,36330,50
4914,31651,3023,19159,58
7110,18515,18369,4737,61
11568,34112,28039,24028,56
3384,7214,28026,26566,61
31757,30941,1218,17730,78
25081,13811,3524,19550,36
27169,22850,13505,33991,66
12061,18094,2512,6115,118
22915,3443,1550,14407,86
23759,15864,3875,1500,147
29479,30078,30916,12008,62
15510,23520,12921,13637,112
23770,35005,10082,1609,128
37260,31529,20666,8014,57
33410,29609,125,28553,49
29539,24959,25767,33778,52
19964,19527,36330,28738,40
9499,962,24079,21466,99
37984,20596,22872,10770,88
33867,34842,12194,27390,51
34673,8583,17406,10981,77
11423,27260,38399,30998,29
29512,26562,12448,13510,59
37525,37025,11005,9514,89
9811,26262,18900,7242,73
19071,33336,10841,14491,67
8661,12776,2624,9751,144
15391,30090,35418,6361,114
11631,4526,35471,21347,124
60,16077,5339,37055,66
3950,29448,19242,11665,62
2705,12291,28261,2513,130
3097,2728,28248,4055,120
37621,776,12826,31936,105
32471,31813,21509,5737,88
20528,3038,31253,35467,82
24375,28665,17256,18935,53
18226,5541,12995,1184,89
38538,5315,8016,458,39
11497,12243,159,14012,59
20263,29678,26749,1615,38
27024,23541,17270,10034,130
6518,35325,9441,32016,140
24447,32611,3852,20423,61
38505,27001,25035,25730,48
35504,6100,19960,21469,138
27417,15819,6411,29727,73
28677,37018,29451,20457,33
18314,5433,3452,3263,60
19625,11358,37815,34591,48
9195,1186,31905,25063,73
36470,21171,134,31701,90
3900,13628,21914,10250,127
24178,18423,18266,22265,73
22985,8473,21203,20757,107
9279,17569,1916,26400,86
4770,28926,20730,25189,31
17389,18052,3903,12268,118
16118,36124,10226,31738,121
4248,12865,22635,38642,126
33501,27196,13122,19800,76
38318,6807,10983,27083,38
5769,9394,15195,3988,90
28118,33981,25059,23381,92
6811,8434,35393,21313,128
36506,31002,9944,23698,126
19239,26691,25269,7762,37
37754,28021,24045,28767,73
28932,4519,4015,5440,80
19108,22550,23470,2509,134
37100,36090,16568,4235,84
22226,15510,29654,32681,44
28682,19123,5311,18268,50
6081,11726,3323,12814,95
34158,21409,22514,1800,113
44,18055,6830,23764,85
26299,28063,6516,1693,92
26664,7802,5001,7576,58
31790,16567,36468,12210,81
5360,14012,23476,24321,86
34599,26366,30109,32333,46
10587,1807,15277,6167,82
35688,1662,34543,30050,102
35595,13670,16220,14759,114
2436,820,17611,4970,94
50,16669,3879,28144,87
21040,4609,7854,30490,92
4054,28549,6052,33955,95
3818,27344,5437,2477,94
25567,25628,32581,4009,122
18008,34197,34028,29316,42
21203,29552,14439,2615,96
29397,470,31268,29712,24
4925,32476,23380,7958,90
1262,16894,21154,27766,101
27097,35464,1840,34640,88
11518,12184,11516,15902,83
5398,20600,14605,24952,29
30909,23696,6873,35369,125
21421,872,9945,33355,137
26353,38546,15339,19891,31
18434,16508,31609,31510,79
7938,18094,18498,30300,74
16916,10815,8434,38635,59
2525,7034,4267,30800,95
30875,28178,31531,17741,88
21770,30822,7957,37586,74
24019,26389,1088,26012,75
15174,18826,1585,15000,42
3370,3984,8413,116,83
11622,3092,12053,21322,98
827,3817,37129,32458,83
19086,3393,22950,3362,74
37790,16866,35582,14251,103
29456,13060,34867,27928,79
15520,28032,13621,13039,88
14510,26400,5257,34948,44
18872,1716,27367,35613,86
30407,15895,33049,23664,130
3059,28022,33787,25931,87
10001,1544,19937,38688,79
34623,17331,25944,22947,110
7762,9779,27173,5509,80
12966,20587,30442,35679,115
24120,15960,12428,11445,82
28647,7137,14324,10085,79
10706,24778,37714,4832,63
19581,34753,1262,6905,39
7869,29564,9838,22823,108
18288,19652,25082,18973,35
28143,6480,31510,8385,105
5351,13896,28520,9254,65
3039,11294,22111,11602,58
12455,24069,8362,34147,69
387,33244,16227,16153,99
18343,33477,33105,31193,84
22212,110,9837,33144,105
30221,1801,227,38715,49
30266,10512,31851,4530,78
18119,19271,15797,30502,77
31786,211,11657,11681,50
38495,19899,7894,31696,51
4692,2383,10522,1814,92
18019,20723,27269,25121,29
25186,29666,18260,31145,37
