card_1,card_2,card_3,result
36502,31063,12892,78
22516,13544,26685,74
23646,29296,2728,104
14009,18352,3359,56
8558,27136,3954,88
36423,36459,15773,79
24160,6245,37130,107
18924,26284,19765,56
19959,31640,36447,83
28981,15941,36061,88
34817,34831,18187,57
30335,975,13806,67
38011,37226,30234,98
10658,21053,28971,104
19131,14276,36162,79
27961,21056,18986,112
11018,16811,26363,47
28624,34185,33501,74
4062,34580,13541,70
29569,34582,19068,37
11511,31508,22948,93
30383,34529,24414,68
33312,23294,18873,103
8736,1222,5012,79
3333,3762,27465,75
21485,20562,30131,74
13944,22228,16748,49
32541,12884,10846,71
16793,14303,1866,97
12343,28851,30890,84
30184,22742,20578,73
1191,22879,13810,94
19203,37717,37711,106
6175,36021,18913,84
36857,36836,33317,97
18113,9043,18343,73
10695,37122,6398,102
22882,16130,6932,93
24182,17661,18284,78
16661,33762,13094,59
19722,20504,3239,50
7237,7716,35572,103
35761,215,16872,70
5650,38451,22195,49
36445,9275,21128,98
25013,34521,21217,70
25179,24029,32348,40
6202,24208,27129,91
34034,18113,28642,62
9813,25807,18907,105
12954,8531,17311,98
32535,7597,35393,104
28199,17596,22920,121
16677,26757,6287,70
16045,26510,25996,87
12867,28967,24513,98
21061,16140,28855,117
9352,27267,31692,76
13504,26752,38439,30
21036,22726,6870,106
17259,14292,15052,109
18334,16595,10984,58
17519,12332,12308,98
32654,18504,25864,69
19968,30448,23329,102
1561,21478,34521,111
2392,19671,9765,127
5635,29639,35403,76
3935,342,7182,53
6934,2346,6046,102
21901,35309,8299,111
25907,30301,34795,77
32605,1681,32529,60
16265,32770,35527,98
21845,2365,16749,84
3178,4960,25121,37
30054,29286,9209,53
11376,21049,7675,103
2613,21905,9501,100
27086,14748,8545,90
36186,12241,36420,78
31987,23463,14386,128
37606,15398,15146,127
119,4240,34585,63
33372,13105,24443,103
37512,34838,21397,112
32582,22625,29522,61
9942,4167,198,97
36861,24295,25713,98
4228,16579,29751,55
21820,28146,4681,85
2770,28965,27032,93
28255,12171,33116,117
37770,17361,27862,117
38479,36318,35701,79
765,7632,5453,94
22563,28064,28259,141
33040,4741,23363,101
1008,11666,17741,68
143,22790,7640,98
19122,200,35634,75
26534,19788,2593,88
28622,15766,6470,114
33221,7270,2700,90
25163,15847,1909,84
18330,37971,14511,110
17317,24495,32633,63
6314,9833,35737,151
15523,29430,26487,57
12418,16140,2505,121
25769,28645,34575,85
29304,267,27488,25
34624,17717,38730,48
27996,21871,36251,92
21171,3183,31786,104
38330,38623,7688,53
27794,19942,1223,106
1703,32731,22786,101
22045,27850,13827,84
31915,9755,12253,121
14583,10864,7006,73
18757,4864,13882,43
249,35615,7668,102
23350,36488,13999,86
23714,340,23322,110
27828,26618,30801,76
29529,8722,6366,84
20261,30439,33228,59
21993,13500,31235,56
26581,14360,29329,58
771,24754,7941,78
38297,33870,16982,25
31642,4948,37018,79
35306,37240,20724,86
8741,18480,25635,94
20706,32473,13653,23
34908,2750,2513,113
28672,15041,23284,123
89,29402,27501,25
34656,6292,20727,66
27876,4077,30179,108
37553,37798,18854,106
2525,21225,1004,130
4514,10057,10266,116
9434,8567,27902,106
11368,19,11251,26
10629,1140,38494,61
13970,29358,18973,33
31993,13200,9311,100
27497,21053,36441,86
24758,32021,24035,66
28932,28051,38644,81
9069,145,14444,75
34766,21849,16179,79
15057,32449,34652,66
5500,12440,10182,106
18933,805,4620,62
25783,19658,7989,109
33773,36091,15813,67
8291,37223,14314,106
30362,21502,33760,81
30979,28914,15827,85
20463,24055,957,63
15405,35289,18305,117
20449,20456,26333,16
22034,34043,38763,39
2565,19022,7793,107
15519,4668,30361,77
32262,33155,511,49
6998,4897,34965,38
28212,27047,8435,94
1617,15925,12176,117
14445,15174,371,89
6471,13202,32274,94
19746,16208,12165,101
38253,24039,29549,38
20694,10501,15817,63
9439,32699,19807,63
16841,170,8587,50
28137,13795,28063,105
18167,5457,14692,84
14442,6103,25692,127
19555,25797,28881,96
19518,8756,6338,108
27807,13819,26584,71
23373,5397,23509,123
18206,10969,21964,72
28997,25799,37727,113
1602,10918,17650,94
30850,38264,36888,54
10186,34941,30182,90
479,9375,16565,44
10022,23605,20508,105
34889,28927,13538,60
31688,13920,22904,96
1895,18891,23517,112
20384,34610,23547,71
35590,37192,22921,133
12761,37809,19641,112
12401,16640,20264,49
10122,22845,13504,113
13950,29649,3071,37
29731,29542,28510,38
18374,13529,13741,49
19199,4599,20561,32
22142,28018,28683,101
18198,1518,3007,87
13760,7892,22550,105
36493,10012,28571,102
12364,3991,31125,94
19164,6835,16987,34
36009,35542,33114,109
6785,20608,7670,52
8017,30806,16641,72
33893,25627,26624,59
30015,12846,27431,76
3203,36791,10629,75
10535,5521,19904,71
21020,15877,34705,104
24002,31536,10245,114
18048,30392,10656,69
18899,12938,29254,59
33752,3367,4955,43
36395,38396,5019,40
3901,36178,36471,82
37645,24485,14421,116
1015,9088,31854,93
4961,38740,8297,52
3792,12455,31633,110
28883,5291,27751,95
19728,15140,17529,95
19831,7021,16500,46
22891,16902,19034,76
23536,25145,3787,95
9362,23430,15104,120
31576,34523,22702,100
22616,19975,37502,122
22595,10761,976,105
17689,24324,36985,86
16084,38370,25917,80
8484,17673,8478,92
36161,3122,29311,45
34765,36063,28253,84
26322,37138,24015,72
6448,24524,9363,103
22683,29687,24770,56
31587,14706,22729,125
10196,6511,35675,151
26768,15405,24890,56
32276,33284,31730,77
2730,36862,15260,120
1981,13051,37203,114
331,33752,22899,64
28022,26653,34857,75
347,10503,5611,49
36046,23703,3114,93
32757,38306,8514,46
5377,13225,3366,78
13683,19647,26457,53
17627,20017,17674,80
7199,35770,37573,105
8616,11357,26368,55
27977,29767,14422,92
36931,15058,26648,84
7648,37827,21294,138
28697,38311,27955,81
29023,4255,34589,87
8447,24901,5466,55
6155,25059,19722,78
35337,15398,30024,116
15803,2381,34915,102
31647,6480,14720,123
3933,24764,29360,47
13943,18138,8345,69
17262,20737,30491,50
34014,6438,9360,83
37673,34591,4908,76
37705,28207,31926,125
9778,25557,7834,132
3469,17404,27154,61
6335,16064,11738,94
17367,10969,12320,86
10953,34809,37911,86
5401,31245,36083,58
6968,13638,9852,71
14356,7889,32650,93
33213,34731,33931,61
12163,9355,36293,84
26733,37054,12308,79
33278,18134,35316,111
32542,36415,23513,81
9291,421,16570,44
36295,31802,16157,92
37802,7092,173,58
32386,20705,28026,56
13966,14372,410,61
13064,10695,26382,75
19954,35377,13510,94
22896,36785,8347,113
25161,8316,33898,45
1190,24928,13901,48
10972,18874,6780,47
3827,7053,18781,63
30320,4546,3768,76
37825,35539,32684,106
25129,4731,6846,24
38701,26549,6333,64
12978,25041,38688,47
25880,33381,16605,84
9265,32305,23410,87
10154,13676,28759,94
6205,3116,18005,90
28732,2763,12056,114
10995,3909,34225,73
38369,16852,2320,64
18382,37250,6501,101
21503,2255,37946,143
16519,1924,5395,74
35482,3228,46,79
16142,26516,20691,51
3858,13571,21215,103
120,17008,31943,51
33892,10538,38341,38
25637,22788,23748,139
20596,9341,11452,39
27021,36916,33939,55
5024,18875,28651,60
35329,36255,31651,108
31941,17599,30452,82
31067,19585,21513,96
32771,9331,19771,63
2713,12833,34647,104
17352,23329,17522,104
10674,12323,34249,69
38397,13741,11260,28
23469,8328,33173,120
21112,35356,14301,145
26439,33285,345,53
13944,18836,33254,64
24862,18851,27314,34
6465,12512,18462,106
36002,27316,15524,77
18779,23514,5668,87
37661,33210,22060,105
17710,34098,32690,43
27128,27389,24407,59
34534,31590,22720,100
12420,37679,12409,117
14436,24315,20648,73
16065,32378,29530,49
24414,1532,6506,120
31799,5413,8007,96
28656,21996,26556,67
14563,26279,9782,105
10751,7785,15034,108
16542,5369,13021,69
24135,18475,25594,90
36185,27449,8274,69
5394,37070,37135,81
22693,15862,17678,112
28687,25133,5680,52
7876,1908,36511,108
16738,33313,38446,51
31616,29685,37679,83
14521,3765,444,88
8335,6346,36349,101
3255,34983,8703,70
9299,31942,31929,95
15164,36917,24468,101
34842,18964,20740,35
36853,20374,25936,71
29514,3885,13271,83
18305,21797,24299,77
10947,18524,28617,77
12245,25898,3206,94
20256,18792,9115,45
415,10256,23289,109
19028,28564,10256,97
21106,10031,7734,144
17404,28598,10227,107
5739,26389,20668,33
9955,10234,19238,118
24807,36514,30398,46
22029,31045,10182,94
11666,7210,420,23
12157,36805,8348,100
15961,168,29633,47
21823,34563,30519,64
29463,1590,27074,63
28768,35000,4595,61
23495,21826,20435,79
16570,31519,17482,71
30799,21278,5643,87
23010,20384,37794,96
23494,9250,19999,107
19695,28793,17697,84
16052,33404,13102,111
16550,23013,10545,84
12511,17546,3356,82
7786,24898,9197,73
6386,7032,29331,58
29648,37045,13019,74
8600,7695,787,108
28625,6964,18102,60
28644,12057,3101,86
9840,16525,402,68
4738,30922,10129,83
33298,19217,34048,60
21484,11735,5757,79
38353,14341,30479,69
36247,16919,93,38
11571,17698,815,68
9779,12791,10031,141
6754,30505,37720,74
19998,24310,34571,74
10825,2510,37731,117
18316,38262,5533,47
21910,8592,990,90
18214,18963,815,71
31826,31881,10556,92
23408,22976,32696,109
2455,15515,21991,114
6499,20634,37895,94
38552,957,18956,53
19221,34934,34798,50
7109,27430,37711,67
23342,19707,27888,126
18412,21956,16809,59
32498,350,5340,33
8703,2645,3813,121
9015,12752,30855,84
33233,301,13726,54
16179,34954,36240,75
12009,29628,10220,91
26312,15363,16037,90
34064,17652,6060,82
21974,9832,2003,120
37643,10653,31174,87
25511,24956,11668,51
13595,22863,35474,115
5388,31843,16676,64
15132,14257,17540,109
20691,13788,10871,39
16155,31542,18940,87
30992,24788,22090,46
4214,25773,13257,117
18155,31802,34974,74
9484,5714,3833,86
11398,16860,2605,69
4782,20007,38720,47
12820,29633,910,75
38751,38489,16260,47
5719,14276,3144,81
16020,21047,8504,120
1531,33258,6250,126
8610,2638,17432,107
22659,35277,36890,133
33463,33073,1161,102
31805,12498,7107,77
445,13077,14576,87
33016,31740,12758,108
37018,947,7866,106
10532,7604,12480,103
19930,37799,13868,86
30057,16543,29767,37
5275,17604,19575,73
12113,12063,27305,87
20367,7207,2571,57
15822,21884,16605,73
23334,11663,22252,87
11444,5411,1214,61
15425,25787,18887,95
5368,19534,33353,82
28208,11691,16081,93
4068,36017,34057,70
17334,12459,22917,111
5391,4635,14448,75
1830,4266,4799,98
15436,35317,11389,104
28547,20002,9808,109
36853,25784,30117,91
5344,8694,1792,96
15069,22075,14457,108
14308,27306,9131,84
20566,19782,3865,70
24821,19929,4701,45
16705,34942,10205,79
6887,4640,18028,44
25194,15369,9393,71
5015,12332,15237,91
31767,22766,31002,101
34724,34631,26563,46
33760,1030,25732,79
32308,6469,38278,60
29415,34048,441,19
8006,4608,9339,84
7926,34842,24504,89
37721,3897,32283,93
26331,32535,36870,51
1037,5647,30027,73
22652,12281,15286,126
22015,20451,11672,37
28812,20694,32556,40
35599,13516,26687,78
1840,19130,15214,101
3193,29449,12095,60
35285,28135,23628,151
19742,6911,24899,38
23350,18194,34846,92
26383,37576,33030,92
1635,25847,412,88
2749,16008,12853,124
31553,17449,6313,107
23294,9010,35439,132
29645,31627,21371,88
36917,17513,22531,106
10794,34895,31542,75
10997,10610,8596,81
18786,4924,27019,45
33144,33181,36009,91
31525,16610,28272,91
29011,6345,7715,120
20603,32307,24165,39
6984,19940,8420,68
26705,24357,3820,81
35289,10791,16656,88
25614,6966,4819,59
34987,36974,10131,99
38450,7712,33767,57
22092,16690,37220,67
4065,32651,37192,79
3400,2340,15777,105
38346,25019,21452,58
12286,23418,22677,137
26382,17326,26580,50
33874,9,10128,66
13919,17474,27926,85
28071,9145,23719,125
34577,2435,29680,69
38420,32009,25179,42
17369,15269,23260,119
32610,14436,10746,74
10627,9437,36359,72
13808,34642,21326,80
33810,33945,7257,25
13764,35430,26544,78
3951,19041,36304,77
3346,29588,32540,32
36122,7207,32521,36
18283,28973,27755,99
20475,30940,30298,42
32309,967,23353,92
4968,3397,28812,64
34837,12757,2443,104
32376,37760,32015,87
10881,38406,28633,59
7795,22758,3445,112
23579,11719,15034,103
21397,36349,2739,119
2714,22042,38011,118
11422,33306,18796,61
18179,25703,13204,100
18493,36346,3287,64
8555,35601,16947,97
12141,16995,23264,99
38535,15918,10069,93
34908,10561,28989,71
31523,30413,20497,58
9501,20298,13191,68
37947,14433,36187,108
9478,25181,37603,75
11698,4688,13876,37
26428,2546,513,66
26720,16260,18274,72
8317,14720,6052,122
21115,1162,32268,90
1567,20313,17546,72
29726,33363,25874,77
26645,38636,14690,59
11524,13964,27896,69
6463,35546,28091,146
26284,13525,20443,27
24136,31693,30042,85
33898,20257,17702,37
36048,23325,29430,77
30155,30990,778,72
30859,3469,36919,69
37220,8496,38648,69
25937,14010,4860,65
12348,21476,20774,88
34159,24819,32732,20
4553,4607,38286,33
26544,4502,32400,34
189,26459,7160,25
36787,1219,2651,111
9453,16557,15048,79
473,27753,26355,64
38324,34589,12981,61
12751,24480,31077,86
183,34520,30960,41
12782,20439,36969,72
6867,6302,16790,65
23013,29552,38506,58
21844,36182,13710,59
7619,37958,25160,91
31046,3375,17488,64
23601,33781,19125,77
13617,19899,35653,94
5406,16110,29481,60
18339,4168,18786,79
14455,17304,36436,89
21262,36822,3134,101
31662,28517,25274,67
13580,15272,7919,97
30415,11342,22578,81
25198,17647,26018,67
30863,10070,19218,85
34731,2748,3403,85
35430,24988,31657,90
19568,30161,25650,88
904,31799,27087,81
9161,243,25942,71
22064,4838,35647,92
16993,21080,10875,85
36328,23615,18293,96
15485,22798,31762,124
19074,22806,19660,93
21027,15072,5437,110
24364,28137,29399,79
38478,16164,11349,52
7770,34225,25597,90
16634,31711,10579,69
21014,25996,22012,113
34060,31828,35339,96
20747,3026,19084,38
6449,36211,33780,77
15839,2562,21984,110
10873,839,28721,86
18828,22698,19018,81
19176,31119,2445,82
2510,30845,26345,78
24128,38723,7140,41
10903,12152,15108,101
8461,23567,21163,135
18004,37947,5772,87
219,8651,21338,89
12435,18865,3929,92
6325,20327,1202,81
18783,21302,23604,118
35555,33399,1821,132
10817,8516,1921,101
22175,18148,30916,66
7944,3994,2706,131
1693,18269,7186,74
35341,2542,30015,123
10068,20342,10218,104
15094,10026,10844,116
979,4878,31556,80
8613,20592,7941,78
29443,34987,25196,24
11260,14657,25898,90
8633,30272,14327,97
280,7704,3019,69
34995,6221,19503,92
17605,6926,26391,45
6259,15005,16228,125
22179,30965,27389,58
36832,14314,7215,80
9319,22922,971,108
37108,34130,23719,92
35401,17004,4257,104
34884,22785,30887,84
34767,32589,20470,27
7703,27877,36005,110
3262,6315,34625,84
15196,36829,13688,85
25715,21366,6965,95
14622,24261,16913,82
6013,30225,8461,102
15929,21791,6160,109
6852,15470,36892,79
6867,31048,849,57
11674,10743,31984,68
9764,35748,1972,148
9,27882,16888,63
28209,36506,28036,113
425,15416,22177,72
17577,8764,17295,85
30166,27974,12458,104
31759,28069,896,112
38771,32650,25258,16
30091,12472,28906,88
34769,11315,10034,78
25829,14407,1906,124
8419,17325,37912,104
10820,34865,21802,66
7914,30893,5746,80
7048,6976,23406,66
37134,1133,16952,74
19913,38438,34098,42
13669,15851,21379,100
4227,10969,26762,76
21170,35637,21262,153
2736,38570,26524,65
15761,20659,2705,87
19167,37510,19677,89
15137,19254,30134,79
10706,4191,3523,84
32537,34746,3390,45
7015,20317,1644,53
15956,9206,36481,85
11740,28079,32533,64
10702,28645,28141,100
5648,20387,2664,69
18211,15387,29703,68
10518,3220,13788,57
31090,4889,1142,64
30770,7538,15105,102
4516,6191,9890,112
37098,29637,22524,84
34903,24428,23512,98
14734,10257,24999,96
4942,13780,19128,43
27853,37789,19024,107
2011,3974,28501,114
27062,15360,12867,95
23659,17287,13242,117
13675,33046,16894,59
2266,3997,11474,98
5773,8717,3827,92
36102,34810,17281,64
15476,19805,6237,116
30274,16900,33768,42
25997,24127,14459,109
862,3071,17006,63
27410,12407,3848,91
12354,24070,22266,90
30471,7252,17415,55
16032,4637,7719,94
31801,16184,27955,117
38616,33781,25020,17
32408,27051,160,29
23518,30225,38494,79
12890,22879,18109,111
23455,21175,19669,130
22865,18215,9473,99
8445,29496,27380,52
36391,7632,2451,112
36266,8641,7581,97
22208,23423,38392,82
28547,25691,31531,102
22816,21275,29444,103
9930,37642,16088,133
10517,4000,3817,104
14638,19,14597,90
36788,9095,35611,111
33755,36305,30256,52
37067,14656,473,79
37061,19794,16582,70
20759,19540,33811,39
27302,3175,33074,70
37127,7122,12907,77
28647,29602,16814,45
36136,15755,7947,101
25162,19930,453,37
16070,28943,10559,91
36230,2269,35259,122
31633,8659,26516,79
16957,12934,17553,76
36062,8714,11562,64
31152,37183,7687,92
522,31911,15371,81
20531,23338,8658,87
3097,37036,19699,79
9007,32437,11416,45
9852,31697,10940,109
24295,5011,17458,69
12242,30069,6384,105
31985,2759,35259,135
15206,2500,23343,141
10660,16997,941,67
18999,16888,3837,67
34189,27423,11308,34
27315,419,22165,46
242,13057,34118,54
3041,35349,33075,108
12826,24836,2021,86
29534,10547,32740,36
22591,15219,15925,127
37766,7697,30396,110
26622,24953,8307,48
4050,13898,323,59
220,18860,29596,26
12892,15777,4833,90
4089,6282,36069,108
3277,21127,4266,110
10004,236,2413,105
5487,7272,2732,74
6780,29400,8261,44
5303,36900,15955,87
12181,15481,10549,101
15966,7097,8688,77
6805,26769,4585,33
24972,466,28977,39
34034,13043,37128,79
22993,38372,9494,81
1612,5429,20010,91
27786,7926,10976,113
35495,12896,6138,139
7749,4560,34926,74
14658,25038,38734,50
32495,12361,27036,59
8615,25187,9426,63
1225,24298,20009,89
28828,34689,16251,84
38753,29556,15931,46
993,1239,11632,74
27838,10236,19829,125
18088,24792,31007,44
4178,33998,6218,96
15480,22261,18422,89
10128,21235,1236,133
423,10639,36278,51
10878,38550,31237,47
22575,14268,18232,114
21167,37973,27932,141
27924,24797,345,55
33787,3905,15990,86
2693,22624,34163,106
20560,8003,27255,60
8002,22141,2320,116
8521,36161,12364,90
24318,37080,9329,87
9267,15948,4996,78
10521,19515,7604,95
29347,7129,16577,22
32457,1873,2500,100
7871,23477,34797,112
21955,31617,6941,66
34988,25138,27853,66
2730,7730,1781,135
14009,6860,35746,73
12205,22775,16954,96
2369,351,32682,62
30960,13974,21371,81
36025,19550,34732,66
17550,6318,35268,126
12959,14518,9015,108
1769,18179,1526,111
15263,37699,25712,124
214,9877,14373,99
15260,1675,28501,115
1871,10582,19889,96
30364,14361,16972,75
17662,3945,35496,119
2447,9484,19937,103
33843,25800,38518,52
38404,11479,32659,23
19971,17449,10809,78
31268,22158,24904,46
30765,20322,25604,58
27865,12829,20343,87
13770,446,17768,45
2673,29563,2477,100
15871,7264,31605,78
12818,31687,4054,113
5706,27893,30177,87
14720,28768,4706,86
30282,19218,1905,82
33416,21752,33433,95
27776,27469,21999,86
20679,17601,16085,65
2642,23343,236,106
15511,22133,27095,81
17675,13039,21390,115
11286,4189,11748,60
27129,19543,24936,46
20380,4111,18203,65
17491,374,5630,51
20476,7200,38477,14
21510,20308,9000,79
19203,24101,20428,47
32698,1600,19899,80
28148,9272,31929,107
2739,5492,8272,100
34927,24398,24433,75
17396,7678,22857,118
9778,26644,34261,72
36000,34787,15096,79
16176,938,27750,115
31133,7989,9892,112
7538,35740,37777,141
33767,25137,10661,36
13249,27502,30376,76
27807,34759,36887,94
18501,14272,21918,90
35615,26412,36120,86
6274,33897,12453,92
9164,18136,29597,54
3212,19620,33280,83
36229,1760,3102,85
38615,8544,30337,60
21856,19039,1806,85
18214,4092,21,69
7584,21807,27255,83
4810,9402,32576,49
2451,13160,4735,101
19581,15401,29455,73
15030,34536,15943,95
29257,20556,26330,18
24442,10947,3493,73
30142,10252,5647,92
6316,27478,10163,113
6052,15381,18885,104
2566,10925,13956,85
24824,4695,26757,29
920,9038,19845,87
21450,3111,20328,72
2390,31834,19921,110
37842,5589,208,70
333,12811,9827,96
28546,4735,9282,71
30235,5447,37667,86
10641,3815,13242,103
6881,7864,8692,83
19799,20676,34856,47
25203,152,5259,28
35302,3965,33288,128
2713,15177,16737,100
32338,38703,28033,59
1698,28840,18167,97
28879,34594,38003,92
27096,19788,36018,64
23395,22051,25242,80
12016,30863,23265,106
6119,23603,7047,106
12309,7743,20435,81
24188,5023,36875,74
18198,9114,2375,98
28088,15041,24222,116
20385,28863,21357,82
34791,1585,22147,86
12422,11698,26289,58
23343,1517,11401,106
12753,10721,35431,116
3305,28778,11513,60
1543,27763,6139,137
19804,7585,22795,120
4862,25080,19869,45
18318,1046,17458,81
30314,17567,9387,75
2516,8306,34996,98
6108,12466,30227,105
5433,15295,12150,96
1618,28547,1564,118
20658,38298,29522,11
17334,35692,32677,87
36105,38457,3839,66
24254,11580,3420,59
24376,13748,1974,86
2268,23583,2251,148
22746,32587,5774,76
22747,14354,16262,128
15896,33471,21989,97
37844,3221,18068,88
37204,7133,21041,88
33960,2510,18910,73
30141,18370,26643,57
4744,2674,10795,86
15270,23563,27128,108
24384,2703,27131,92
1890,19786,1225,104
7005,7711,1804,94
33315,18381,4072,98
15185,38024,35532,139
24522,32394,4196,77
19507,16941,17520,65
4750,32441,24837,25
37700,18857,36054,82
30335,9049,29340,53
1056,5286,13579,64
27825,30317,31694,102
4063,22878,36456,110
29693,27993,21037,100
31059,5272,5572,56
36183,4139,12778,100
1948,32619,12489,88
20619,34130,794,43
36353,36205,11546,52
8737,17327,13823,72
16198,19837,33515,100
8651,4841,22095,72
25685,11507,30062,70
34834,32660,28860,55
22001,36866,6380,103
17515,9484,32745,61
6088,14254,7863,132
25650,15931,18000,98
13220,1106,31586,105
37941,12958,26513,96
4543,20307,6815,23
10978,24198,25556,91
38751,5349,29281,28
8707,32742,1852,85
28689,37029,21473,111
1943,5015,27288,73
12150,19061,22257,77
31208,34579,2510,83
38451,27901,22807,100
7065,13820,19102,36
11679,4092,14296,92
3097,32387,19043,44
36087,35729,11683,84
15126,36100,31937,96
11324,33084,915,77
31213,26692,10939,54
30900,26510,24127,59
34915,12881,4118,96
421,25766,24466,73
37661,2709,10918,117
22785,20702,1965,95
35705,11555,12371,99
22648,6917,30335,78
37645,21055,18225,118
6096,34824,12391,100
10801,20306,35311,79
27148,38579,37552,65
15121,37200,10045,123
17391,29583,1977,74
13987,20747,7618,58
35319,1052,15765,122
23688,35676,7129,112
22502,18404,17456,98
5366,8736,35737,105
4072,37752,7053,92
1938,20452,27424,61
10536,37860,16089,106
187,942,32397,46
8575,10262,4217,124
11666,7026,12787,56
38669,8674,24371,67
11668,4246,13983,63
1515,37222,13559,88
37512,30000,22508,116
14308,13054,34596,98
28990,12011,33840,75
3996,15984,13744,90
7995,22120,28945,98
5468,22802,33381,103
27417,11423,10224,76
21073,17013,9902,112
9063,33037,36189,83
21444,24499,11771,89
4257,8391,30845,91
25954,22138,20539,65
14299,24217,517,77
4032,25238,1855,87
27939,17488,13117,111
18763,6962,14614,65
337,18450,34248,38
7212,19557,21132,85
27754,4840,14328,102
34844,30059,12317,75
29457,18308,30836,45
31202,24141,27792,93
37178,35406,380,90
3762,7562,10995,107
10513,32343,28572,62
14474,10610,18173,89
25845,16788,18205,72
18432,28673,25055,56
13618,17,34528,36
25212,22544,14619,94
34547,13537,3876,70
33450,27805,33812,90
37613,37677,33390,125
33076,33341,26652,82
4939,36417,7255,42
21907,19811,7808,96
9870,5759,9750,121
16568,27827,6449,104
27978,19532,31133,92
25029,20385,16066,42
27819,7792,20633,91
25040,35409,28619,86
1701,27305,12316,95
15789,36895,16208,105
122,34149,10227,66
9159,38356,13902,45
14422,13000,8399,114
27047,9040,24227,71
37738,24318,5016,88
4021,16194,21169,127
1628,2303,37753,137
898,29642,13651,49
31895,8268,10864,91
19231,797,24013,77
7706,28004,22197,114
9340,3384,30135,69
4019,25862,9852,129
31897,26513,33813,55
30786,18876,7619,77
16791,32589,21128,69
36910,13160,4728,84
28934,23390,4573,96
10253,3199,24207,100
5631,22084,29694,48
9965,28231,1047,129
16552,3866,33090,86
13018,9227,37169,97
6100,4994,29014,91
23009,56,28633,85
21512,3786,9858,141
15980,19076,36102,74
10743,32756,27898,78
18781,20503,9452,45
8680,26325,33521,80
31133,15953,36151,76
18408,8407,31974,90
34978,31211,27852,81
24879,30169,6291,72
27466,16756,9249,53
24761,22587,381,58
7682,14737,26713,97
28129,4730,20463,62
11560,28897,23353,92
25937,31536,24866,75
3428,27181,18243,58
3805,6903,29414,51
13934,25092,2362,64
17643,18445,20497,51
809,15962,14548,111
37645,14250,10944,111
16760,12971,16778,61
22764,32761,22068,82
11404,34844,15132,68
28549,9120,36334,78
2291,13094,19761,115
146,23380,32297,66
6122,8272,5010,94
10866,5260,13676,56
37884,27412,29316,64
32725,9434,1158,67
3219,3483,1985,84
9465,1206,35506,112
25614,23613,7215,97
7897,27918,10273,140
21130,7960,27475,108
8018,31982,24018,106
25550,27353,22641,102
139,14652,22132,73
11732,37853,5648,74
8618,29506,25527,75
4922,23317,4908,80
4162,18425,32660,71
38257,28592,30313,57
11503,3491,16208,67
27006,14008,19936,56
15813,31739,17645,97
30233,55,5490,47
13707,21498,31012,81
33506,10630,24947,62
32463,22242,15826,70
32409,18162,6224,78
371,9056,34760,50
12040,3902,3398,96
20456,38654,27197,22
30800,15358,4554,73
10558,28601,8770,87
23575,32431,35341,113
29301,6151,29678,55
374,20667,2603,56
15773,3396,37232,88
18914,35291,20685,71
19648,33089,31874,97
23762,25954,23457,142
24883,16621,38749,19
3963,6269,27125,102
14476,30929,25,66
10182,4084,20463,93
34013,25757,14501,89
38632,31620,31722,73
17282,4531,7635,83
22797,28187,9339,122
27157,7203,21870,47
19041,11368,16694,37
21186,18114,19980,101
20264,9310,22878,78
23611,35482,25648,143
17378,27447,16916,52
18995,8254,18097,72
36017,37848,32606,74
16537,28772,4009,81
19832,21433,27011,93
937,15510,10062,124
27419,36078,24114,65
15274,27919,23384,139
4115,9790,31606,125
38636,21973,9198,57
37111,38732,8451,69
7785,433,16730,60
38309,20688,11555,17
20762,8449,21037,85
6825,8287,16515,51
9214,18138,12802,89
3087,28087,34187,75
31836,18917,1851,94
33005,18188,5511,77
4769,24338,13596,56
31815,28639,15805,101
3250,20012,27448,63
18194,8485,285,62
26663,12447,37975,93
15366,3855,20271,83
9913,11250,34978,78
23684,13123,24479,120
14415,36789,2567,121
8518,402,27267,54
32573,35401,25833,99
6083,8315,300,86
2283,36013,26566,81
9990,10738,27980,121
27099,10708,29451,43
27921,26278,20748,60
3997,11429,1762,94
22010,13742,24937,41
10895,33256,2762,107
14512,15275,33277,118
31126,27876,13876,77
1828,6808,6198,98
29542,3925,28247,90
1122,24443,16171,98
16714,34683,15858,65
17516,33175,3286,81
38557,10080,16667,67
11542,4547,18498,47
11621,4980,288,30
21265,16176,4794,101
6976,34610,8633,57
33153,9825,34882,103
20434,34109,11759,21
400,37604,27495,66
5364,1524,13556,76
29514,14610,32519,54
36921,13532,32287,52
36978,31938,19799,93
9755,38257,25639,94
33270,25948,1053,105
2269,31732,16715,93
23637,13238,18422,114
36060,6285,7150,75
4952,31233,8471,65
36971,3398,36180,72
24807,35256,27432,71
33129,38577,24975,43
24240,24940,33824,41
31904,36800,14500,107
9328,20383,33447,64
13564,3089,19022,49
33887,12405,3394,65
12229,15333,14758,119
19882,19162,19118,60
27807,16729,18179,80
21071,27213,12825,104
6365,17592,28949,103
21304,4502,33882,73
24355,1687,10589,97
19974,16225,35537,118
1866,15480,18159,108
37033,6820,19713,66
12782,28726,35342,122
9286,16816,12179,74
6122,11272,100,63
17580,3060,4695,60
8431,15064,38343,79
12508,29639,31521,74
18341,25239,30457,48
25673,8540,30763,89
7190,5450,25564,64
32433,22529,14711,99
35303,33813,19115,78
7826,24896,12347,82
