card_1,card_2,result
16002,33290,60
31175,6472,42
21402,7891,60
4709,26593,26
3213,236,20
4234,12958,81
14524,38414,17
30083,28966,30
26716,12925,51
21458,28268,72
27100,35771,60
34518,36908,23
26371,36831,27
35020,24206,17
1082,2608,54
2384,16042,69
36897,4058,57
36365,4871,30
35297,9293,84
16604,7672,27
18363,9192,48
23596,2479,88
35428,11353,66
31732,10268,72
10268,35478,104
31123,179,16
22801,33190,67
22590,32691,48
21029,4979,58
2459,8465,57
7259,4589,21
9835,20309,50
30356,8452,39
14602,31928,36
5338,31731,36
19175,6057,38
6912,37195,22
10658,29015,34
37557,18484,44
33118,3917,69
11536,20765,12
24153,16144,42
33772,8444,30
9812,25125,51
1009,10768,40
24269,13705,22
19902,20414,8
5758,13588,25
3835,18318,62
32305,34693,16
22634,25592,76
1576,983,38
38611,19790,11
5462,5629,24
2465,28989,48
8770,370,27
7208,16094,40
12095,11656,40
24862,23735,55
34535,14590,20
6408,10215,80
24021,37750,33
309,37767,30
19813,32709,14
3444,4814,28
10767,25931,58
36779,14599,27
12769,22902,79
18014,37697,44
12015,11356,40
32558,29657,12
27922,4135,70
12893,28928,51
12084,10038,78
835,13768,31
18757,17006,17
13118,24036,48
13541,15976,46
322,35315,62
6492,34047,41
17692,24911,29
36251,37136,31
28175,13947,41
12076,12116,60
34944,8468,29
3313,13794,27
19132,37706,30
22130,11378,34
1186,23595,70
21011,24829,47
12926,9338,67
18493,15338,28
8663,36385,37
23372,1168,70
35394,28230,84
23478,17527,78
32308,31917,32
28728,35629,68
19574,33144,33
22912,487,46
15513,5428,20
27834,15459,36
11479,29561,14
34872,9795,56
18193,33511,47
11390,30855,20
6310,38546,37
8669,30282,39
2320,13114,75
14725,26747,24
37509,3263,38
13819,12060,43
10813,33179,49
27478,17407,30
28983,28806,24
261,33285,33
26629,27103,16
25999,15488,44
31664,37263,39
27089,33514,31
1087,31847,42
4963,38653,19
37188,28099,43
36069,20458,18
27985,7895,44
2628,18394,56
10895,10896,44
35431,9323,84
36412,21130,60
10941,22566,62
17274,7181,33
38309,38471,10
26544,7067,19
11670,9066,38
31235,15344,18
13511,28818,25
14745,11429,22
16050,10605,55
24995,13053,42
29262,22810,44
12222,31619,54
30918,14458,22
24086,9519,37
1597,14324,32
17419,26498,38
192,30425,24
6991,17693,33
16159,29447,37
16254,11338,43
22511,1789,60
22553,13887,53
31813,804,42
36268,27219,20
21952,12173,54
14529,13834,25
6158,22946,72
776,36086,34
3819,21991,66
15958,28867,45
18910,1083,24
23293,16639,63
27404,4661,18
8330,24062,30
30461,15890,51
15070,31607,32
3176,13112,53
19078,976,24
15783,462,39
27419,34709,12
20492,15825,35
1106,15308,26
16781,28943,23
19849,27926,34
21484,27942,72
28255,27373,32
1191,1511,38
21490,13021,83
5672,1766,32
3755,12776,81
38325,17519,31
23721,8439,73
4800,2543,50
38467,32650,13
33205,7923,43
4611,27271,18
7526,37689,40
29613,26738,16
27877,2433,64
5702,10748,34
27380,19843,10
9854,35525,104
11615,11580,20
22944,12852,79
17715,10249,74
2374,5479,48
34965,6980,15
12961,24314,48
28940,171,18
36182,19991,22
24518,3421,23
7649,31741,40
13118,34609,47
11005,31523,46
23771,24091,61
30176,18091,38
26427,414,18
22768,38449,45
29381,11405,14
7241,26303,19
10588,16924,33
37824,7240,31
24350,258,15
10901,14561,34
19549,27468,10
13820,25257,16
14696,34537,20
35359,38770,61
19238,12121,36
17495,22071,50
10030,36489,64
24269,1667,29
1898,4750,34
38001,11436,34
22843,31588,64
19738,22971,46
10949,4764,36
22216,22553,64
12254,20018,36
28844,18458,32
35733,36496,72
30203,31235,28
9108,5374,40
9779,983,66
22918,13845,53
16606,34583,19
21308,22903,84
23762,29343,56
16090,9005,61
6301,25689,68
192,13586,19
7740,29332,20
9424,4057,70
26450,1883,32
8774,9108,49
15145,25115,11
11762,36157,26
801,9087,46
1735,29002,32
21762,1690,44
15087,33932,17
383,29700,10
9852,19968,54
32610,13849,21
24001,32589,17
14493,6495,44
23774,8488,73
9475,16141,61
814,24777,21
28180,4529,42
6185,27410,36
14713,2392,48
10232,7681,64
22735,12796,79
19048,8704,27
12299,17367,56
16200,4266,75
14761,24477,21
37900,17358,50
17657,36358,42
31706,36496,40
10063,2459,84
32650,28197,36
89,8261,27
110,22037,30
35415,6933,63
27954,28981,40
14738,15805,45
34700,31543,32
6102,23409,84
13271,16747,50
15281,25937,44
34273,22617,49
2368,6916,43
33917,21919,33
11707,29625,14
1180,32723,26
422,31619,30
10930,28973,34
18123,24074,29
18074,1998,40
27400,37091,19
33253,2259,63
31646,2394,60
33347,25138,30
15857,14471,45
37517,9465,52
21783,34771,32
3112,10059,62
33284,10820,49
7513,22918,56
30101,19130,24
20267,14400,14
27280,18910,10
27026,16011,37
14293,3356,26
10231,28056,76
18008,992,38
10158,19716,54
11280,20300,12
7863,17643,42
10123,10608,70
27439,30481,22
4147,1939,62
23611,14662,64
9778,11010,70
3953,19731,48
29335,37994,28
4149,32321,50
6239,20338,34
34544,29334,12
37788,14287,36
38669,28915,17
13165,18855,45
12489,23478,82
30754,31687,34
9861,33163,75
6114,1003,50
28186,9328,56
3880,3407,56
15268,492,14
22168,27986,52
30286,24965,21
33307,27411,31
29329,32291,12
33842,22985,49
28626,18957,18
22113,31195,34
2385,28238,64
32497,29704,12
38023,17402,50
30433,38286,23
9355,27181,32
15306,29380,12
24110,253,15
37750,7779,40
21173,22814,84
18283,36262,36
38258,6479,37
35726,14672,68
30113,5000,32
14277,15202,20
13602,6257,45
37271,37794,39
35392,32703,64
28979,8335,33
6007,7014,39
35706,30756,66
38277,38420,10
1123,18362,38
7524,8347,37
15756,10728,55
7661,19981,22
20471,31091,12
128,15337,14
15938,33492,60
37631,18365,44
19885,13007,45
15831,31037,43
21408,33235,71
2529,34734,44
259,22189,30
33143,18899,33
6901,4885,21
10845,26528,34
28885,29682,16
8439,22023,45
10255,16681,59
13202,25885,75
33333,37210,42
22133,9802,72
10119,32687,56
240,13226,45
23669,4712,66
15499,31056,18
22963,819,58
25554,20413,38
19881,15365,14
24349,34124,18
31573,22756,64
13843,14502,25
22613,19682,46
12945,24885,42
18155,2318,56
19840,27253,10
2409,5621,48
3255,27331,18
1675,36260,36
15509,4992,22
24077,7664,25
27093,22588,44
31189,24936,13
22718,27232,44
10266,19906,54
26742,21286,56
16981,16697,22
8583,25850,57
33784,1943,29
13650,31522,37
19585,312,12
16091,30506,51
31694,32263,32
2663,1820,56
15299,12816,47
13846,34878,21
32345,28791,20
30379,28171,46
13773,3234,27
13076,38534,44
34905,19661,14
38632,9014,33
24029,18282,29
11008,7668,38
29257,38451,9
37887,1763,44
89,8372,27
28682,12152,42
18056,11626,30
8253,32519,29
21885,9269,52
4256,218,48
16771,4260,53
27930,15878,61
33915,8581,30
1935,5323,32
13864,38369,18
29327,9940,52
27215,23497,56
3912,27298,46
4103,21106,86
7769,13861,29
1749,23325,72
12493,36108,46
20333,34777,10
25192,33091,30
36499,38505,21
23700,34093,61
879,35528,74
26693,6,18
15932,37692,57
31790,30895,34
6780,15506,15
31777,7961,40
17643,19265,32
35018,3164,22
25186,6947,10
36951,18051,35
4813,27003,18
36445,2597,52
5251,28944,24
30492,31006,28
17749,5761,38
21023,30506,62
21445,35602,100
4749,1169,32
32463,35411,64
20563,12133,32
30395,29375,22
21193,22080,68
10672,18879,28
27382,33865,13
22872,24864,43
31600,15878,57
26765,34180,21
12762,7027,46
9892,36223,64
12466,18926,36
4008,36171,58
4709,12985,53
3002,36522,30
9090,37610,52
36370,31941,40
28225,20438,30
20715,15344,10
21175,28968,56
25866,33145,63
32569,4640,22
47,38680,11
8315,212,27
3359,22130,38
2394,16711,47
34523,19258,14
20661,15359,10
19854,19150,12
9984,8316,69
3501,16040,47
6269,31914,56
21939,28079,52
7071,15226,15
37032,32603,23
29477,32018,28
25583,23731,88
17000,13037,50
35570,485,62
20509,23712,54
36342,370,22
4573,36428,30
31655,35619,80
16033,21058,77
13803,22202,37
2463,24494,45
33242,6812,34
16804,14421,23
25783,29690,40
36379,32594,24
7624,36457,32
7130,11660,17
13686,15486,21
4684,14709,26
33442,22610,67
4748,32376,22
27833,4665,42
32350,33406,35
11021,36803,37
2374,25083,39
29614,25898,40
29336,16640,15
34550,31130,18
14354,3091,26
31103,31609,34
16534,26268,23
22902,3118,54
17254,18861,32
29677,33172,31
10911,31224,32
20295,24902,5
31012,17757,36
22020,8437,45
32635,5736,20
2369,21891,60
10729,36865,37
15819,6239,65
911,1747,38
35354,13556,69
33519,25878,63
76,15231,14
25665,1274,54
10065,35361,104
20757,33235,29
19539,21488,50
15897,33844,42
3493,29423,18
11726,27196,14
36876,21300,59
9443,30024,46
17688,19160,32
5535,18454,32
18441,23671,72
27038,32514,12
23725,24180,61
28273,29571,32
25188,33996,12
3258,5617,26
6313,4897,46
34662,32262,16
30926,37080,25
16832,31676,35
841,23757,70
10847,322,28
16898,33894,20
9192,35582,84
12383,16839,41
38536,18317,25
21991,11590,34
9959,30429,66
4681,35768,70
30131,32663,26
6300,25808,68
36909,19157,21
1513,6055,52
28649,25800,48
8594,17419,47
18197,27113,24
25008,15306,11
19006,13557,19
16012,14754,45
7580,21834,40
33084,8727,48
10816,4527,36
11329,6920,17
19146,13557,19
16532,21992,35
30844,28243,38
23255,10730,74
7769,3072,30
15822,24764,36
32581,14266,20
21797,3435,38
22956,7688,56
5604,19755,18
38592,10928,27
33864,37938,33
1896,17604,46
8473,22858,61
33373,19866,33
37883,1899,44
4753,4740,28
5480,7739,28
3501,24228,23
20349,37847,26
8727,21271,65
16858,38318,16
1194,16818,29
37767,14553,36
16626,33068,38
29418,35314,60
7676,20015,22
37140,38260,20
34111,21136,53
1963,4771,34
33095,15339,35
28151,13656,41
27124,33161,31
24872,4932,17
11367,36094,26
29304,21524,48
15761,20578,35
34040,30041,27
31681,33463,51
20488,32692,10
7783,30905,26
38389,10113,53
13157,32565,47
1184,132,24
29636,9131,32
3994,10636,64
29604,15129,12
16736,9954,59
8387,31018,31
36320,1814,36
19267,2746,42
37698,27293,28
30231,10096,66
30518,27222,22
24152,33895,18
35553,17772,82
19597,4856,20
25941,1218,54
25897,11584,46
22774,270,46
31821,31068,34
27515,34761,12
23255,4234,94
27817,34788,36
5001,15875,47
37815,21858,48
4625,21781,38
19166,3109,20
10961,6346,54
5677,16902,23
3271,27128,18
4049,30353,60
28842,37239,27
24900,35440,59
24180,25837,45
16731,21305,55
8369,30327,39
4902,5317,26
18495,300,26
17612,32335,34
9372,16113,61
27850,8559,49
23448,16709,63
25063,7056,10
5688,33362,39
13721,1528,33
33018,25249,30
28810,7799,28
21500,29274,48
24773,34829,11
27336,31557,28
13855,21471,57
12865,13147,78
27154,25198,7
3256,35267,70
32021,12873,63
15841,12879,72
7562,29755,20
23456,28630,64
16268,19080,39
23385,37003,67
25702,5521,48
15085,11269,18
37162,34802,23
34997,2655,44
38298,12831,44
25838,24057,45
38451,8294,26
32408,19508,14
13960,14760,25
22549,7228,47
7015,34144,16
7686,34500,24
15028,21947,32
37031,33972,24
36183,25144,19
3887,15788,75
13653,33409,40
19723,5481,18
14646,14367,24
6202,34812,40
2744,13920,49
28642,7236,19
3503,8615,35
4929,9496,42
38438,36018,21
6868,15867,40
16238,19952,39
3263,13178,53
6331,22046,56
4605,8314,35
6168,10220,80
33033,26447,39
15888,16567,44
9893,3950,90
28125,17253,54
16068,19203,39
34667,12753,47
17409,27103,30
19216,15932,39
3414,26419,26
27208,3843,46
24029,11666,19
19862,31813,30
2362,770,54
31264,27009,14
31242,8412,31
16666,6410,43
42,1997,26
31684,33067,51
362,14762,18
36917,32290,23
5603,978,30
13911,12966,52
5493,1103,30
5472,35280,68
8471,16947,32
30879,30923,20
32419,25032,11
758,33088,45
22955,6372,72
38420,31086,15
27058,23764,56
38669,24379,14
38404,3791,47
22102,3894,66
24426,10645,31
5748,21991,36
10693,15523,30
19072,1921,26
10720,8460,43
1188,11307,28
1890,30193,38
33363,27929,55
7690,13902,29
10910,16773,33
10712,7810,38
29468,36898,19
5559,12986,51
25604,24395,45
19684,32450,14
38322,1213,23
28270,28028,56
6288,31142,42
26018,10901,58
37738,30410,42
1597,30028,38
29332,22188,28
19030,11003,28
9759,16621,59
378,2297,42
14617,7014,19
1146,16014,51
465,22234,30
36921,36275,31
35743,20774,58
5384,7782,28
34118,7728,25
12268,34020,39
126,8730,27
7071,35744,63
3161,4880,28
12144,3902,72
9459,11727,38
21208,2363,80
4689,17394,40
20749,10090,50
19094,28272,34
1274,27115,22
14370,34268,21
10895,18925,28
36498,10224,64
30121,276,24
15988,7092,40
14294,9150,40
24443,30208,27
24812,1602,23
38492,28158,33
11688,18958,16
33017,31921,51
34984,16837,19
23425,11481,62
28106,8364,49
6267,21802,56
37235,9500,43
8538,8679,42
20408,11534,12
38579,25512,41
28157,27510,32
37668,24927,27
15816,22628,73
36096,24864,19
14449,13695,25
1077,16556,29
9939,29681,52
4911,37915,38
22869,450,46
25578,12493,66
25949,9360,64
29511,12376,34
12448,6970,37
7907,6860,23
18103,32269,28
13871,27760,41
15811,10097,81
8282,1903,41
37986,38349,29
33841,27813,37
10203,3175,62
35263,201,62
9812,5617,60
13037,1259,57
34248,3946,51
36812,6405,47
9345,37946,52
12412,30344,48
20574,5505,14
11717,37092,25
11486,6406,42
14604,18118,32
25992,8696,57
28618,11719,22
25628,32464,44
3868,33234,69
6098,16180,65
33833,12055,39
30793,363,16
28060,6840,35
33934,32456,17
12514,19699,36
12325,24379,39
20682,37630,26
2628,10843,58
34712,7692,24
144,27412,10
14347,31254,22
3119,30180,32
26722,18848,18
6944,4703,21
2021,9131,48
5569,36242,28
12029,6818,37
22626,22174,64
13976,31532,37
31604,8662,45
1601,69,26
29355,19992,10
18015,3024,34
33179,27837,55
30764,18965,16
18078,22586,60
13533,4230,55
4024,33438,69
33047,27158,31
3461,13544,27
3149,1796,34
32280,31237,18
16936,16898,22
25839,16610,47
11404,13055,49
410,18924,12
11339,31892,34
37049,24243,24
10524,10591,44
24399,31910,33
10784,4189,64
26529,29758,16
3903,29499,46
33471,32708,35
24999,27249,7
33295,4944,41
38623,19010,11
10675,18072,42
25752,28531,48
5593,38439,17
10065,1061,66
6141,37839,56
26542,20651,14
28581,2257,48
13776,9868,61
5471,24752,15
23328,18379,72
32345,4505,22
207,30473,24
65,1237,24
27143,33406,31
5765,25751,48
21462,15750,77
37871,31692,48
19147,26458,18
7852,34268,25
22112,38632,29
11463,32534,18
7970,33974,25
24103,22140,33
9876,25710,84
29004,1672,32
25765,19609,42
31635,33195,51
10249,11565,58
25831,15439,44
819,2418,54
29303,29673,8
18078,18307,40
4056,15892,75
36056,9129,44
38278,10185,53
24797,27824,31
32535,27809,36
4968,30446,32
36124,33494,43
28707,15509,20
6371,16753,43
36485,2542,52
22501,16856,51
15233,12810,47
29483,393,10
12954,4032,81
23702,11332,62
37556,21780,48
12242,10984,52
23310,26575,64
29708,34911,12
3088,25589,50
20528,3411,16
33859,16073,42
14348,15158,20
36376,21245,60
11528,28593,22
13242,21754,63
11293,3108,24
18407,9199,48
28687,11737,22
11349,33324,37
31806,12254,54
37828,16216,57
25917,2552,72
4016,14699,54
18949,3393,20
20730,27344,6
29002,17369,38
12235,3007,44
21168,31248,54
8500,12488,51
3880,28649,54
25262,34230,12
28697,31178,22
10521,23656,74
18280,22560,60
12770,20319,41
24057,5572,21
30939,21977,34
15380,36893,23
28081,17506,54
24793,11353,13
830,32512,26
338,13565,19
36765,11336,25
12777,8695,60
18416,10942,42
9950,33858,57
25177,38276,8
18147,12511,50
2262,23329,88
4048,9102,70
34634,1992,28
32356,1985,28
22575,19132,46
16009,23664,85
18193,30077,38
2557,22556,76
4022,20408,44
1137,10012,66
6862,3972,49
11708,9847,58
17397,14341,38
1891,17596,46
22055,4590,38
8736,15861,54
17355,9968,74
5359,25811,48
36235,34131,25
8318,17570,47
11574,17744,36
7955,19879,22
11719,33471,37
20438,33935,11
24981,27880,31
20541,34135,11
20571,17003,13
17329,7150,33
36349,3293,30
13574,12853,52
299,16675,17
30274,10700,40
20366,38323,7
10742,24130,31
7534,28915,28
34929,34500,16
25606,10701,58
28123,20602,30
34678,261,14
30140,18335,38
24838,9078,31
25158,8597,24
5266,27328,16
8320,18390,41
35474,23746,108
22988,26407,52
25738,1863,56
15968,21963,57
32337,29747,12
25061,5296,15
4042,13603,55
27348,22991,44
30025,29563,22
27377,2279,40
23359,28085,80
10011,7918,64
479,23501,58
17431,15365,34
18973,7221,13
31747,2345,60
25077,9813,51
27942,31579,52
14763,4128,54
18998,25615,42
14757,21827,36
1851,22617,60
22981,23718,92
14485,12158,42
16874,22089,35
25971,23766,88
27781,9493,56
14291,16251,45
28029,26623,40
33757,1258,27
34506,25177,11
21262,25056,47
33301,24888,30
35018,483,14
4927,17649,40
24087,7094,16
30934,36455,26
15946,15877,66
9272,32346,36
886,14746,30
15494,37504,32
11702,35465,66
13578,37633,37
34733,1812,28
12495,2467,66
28567,21039,56
22087,33367,51
7720,12374,46
20396,18079,22
17259,10909,48
7763,32562,24
35326,24210,65
6469,18219,52
9109,3847,70
14023,36452,29
5719,19571,18
23474,10597,74
16509,6806,18
7644,33168,43
18138,20380,22
22119,33189,51
760,30903,28
37251,316,21
36060,38307,21
8431,28774,33
36008,13673,29
11447,9985,58
36468,21811,40
4840,14456,26
37760,5605,36
19059,1519,26
5399,21867,36
18200,24205,29
21060,32709,52
28664,3845,54
2558,31000,46
15369,33445,35
19036,34702,14
38587,29419,9
9188,4873,42
27127,30440,22
12953,11397,49
14507,18984,18
24850,38754,8
13643,37730,37
27438,33348,31
12093,15900,63
27056,38594,9
9488,11707,38
18169,32543,28
27934,38665,33
25790,25700,72
7618,35669,72
5639,24215,21
34752,13997,21
25968,5283,48
21509,12217,74
21803,33889,33
3460,6016,46
29468,13240,43
5255,32739,20
65,8632,27
36109,35649,72
37014,31954,39
19539,31607,30
12034,28127,58
6360,6080,64
19274,13113,45
14478,33018,39
2482,19557,42
215,23572,58
16616,35342,67
30237,32618,26
28652,12416,42
7590,24828,19
12172,36768,45
28169,23533,80
24133,4572,23
19516,2394,42
32733,37272,23
26647,2659,48
17423,28121,54
6484,26016,68
14299,26406,24
37128,1086,33
30120,27034,22
37123,5348,27
27053,7840,20
31856,5448,36
14565,33190,39
17663,985,44
36838,3941,57
19132,38005,30
19127,3074,20
14000,34622,21
22655,15085,48
35375,27973,84
37949,37158,39
10221,2461,84
10208,24116,57
22114,35430,80
28034,29659,32
10501,1138,40
15270,37887,32
6062,238,38
36046,15311,24
25828,36407,52
36221,19832,22
38022,28132,52
29309,21370,48
7274,32373,15
14297,25226,15
3352,19869,20
36202,16131,49
36463,22105,40
6196,27013,36
5296,23683,64
800,6315,50
28780,38619,17
38773,21509,49
28562,32736,20
384,32520,14
24779,12019,33
3330,37953,38
35597,19837,62
24271,33847,18
23729,24512,61
22816,31986,64
24373,1239,27
36990,14344,27
35021,24211,17
16107,1026,51
16626,7867,27
11352,7961,26
17274,20003,32
33450,34036,36
14466,7015,19
35501,14661,68
6348,26353,44
19885,24454,15
10919,34854,30
25699,18951,42
285,15264,14
28967,4699,26
34095,24438,18
3471,16178,47
15318,17448,34
12766,2017,59
22158,16157,57
15325,17335,34
36392,868,34
27357,17573,30
30963,8477,31
28663,38012,36
30451,19129,24
3868,25608,78
9411,21843,52
12372,2388,66
22827,28921,52
31807,13976,37
11011,21118,66
37827,36171,40
32707,12174,38
30345,32709,26
2597,13113,75
38393,11605,15
12312,27870,58
38718,22661,45
16610,36511,27
19777,16222,39
15428,21398,52
35321,31804,80
16059,15045,41
6336,19014,38
37231,21186,59
37015,38607,20
9251,31079,38
22206,16905,35
27452,37881,28
33911,10027,57
37829,17570,50
33359,37891,51
14642,12972,51
20728,33950,11
36953,13143,54
7860,24206,25
18982,16129,39
20357,21965,26
28055,27509,32
19062,34685,14
17386,36386,42
27355,9782,52
19836,35338,62
24939,25773,39
29708,34081,13
6847,26371,19
11304,15507,18
31209,33890,19
26502,35385,68
26474,15303,20
36404,20328,18
21901,17667,50
19557,4064,48
33494,20522,29
10249,7516,64
16120,24402,42
15212,10557,30
4764,33114,41
35521,26381,68
22517,3239,54
16903,2477,47
16740,9834,59
20711,36519,18
15476,12041,38
18242,12092,50
3463,31955,38
2003,28961,32
31911,3452,38
5723,2270,48
27139,6787,11
6150,12942,71
22105,3989,66
6951,25974,43
13016,35590,95
15261,13162,47
19826,6095,38
420,29550,10
13016,1180,57
23348,1002,70
29704,5683,16
35513,33070,83
4265,21495,86
24282,36986,24
21352,29616,48
28839,19515,18
35713,21862,80
331,7187,13
4633,9958,62
27315,4943,18
31559,16058,57
7960,23573,68
17760,9928,74
2291,16684,47
4594,10870,36
17299,23258,78
34977,8621,29
19566,23705,58
36286,20406,18
11629,7201,17
26341,20675,14
15185,13870,21
9825,18109,68
34133,21443,53
10769,30446,40
1974,23657,72
15823,15826,66
7269,32511,15
36122,13881,29
7792,13191,55
29554,18522,24
14515,30146,30
4236,36192,58
12287,15926,63
21094,29300,48
20371,3515,16
824,6812,25
30912,3150,24
8381,35453,77
26605,30868,22
1727,3099,34
21810,36345,40
20345,2689,38
29433,20471,6
499,2524,42
19971,27902,34
34770,6485,40
5666,33505,39
17633,36346,42
21093,17608,70
4216,30922,52
16010,282,39
3931,9806,90
26445,15179,20
23001,4270,82
3253,36856,29
9191,19848,34
28704,5414,24
25520,20630,38
11640,13577,23
36498,38496,21
4610,18486,34
34243,11630,19
12310,27938,58
21887,17446,50
8424,14716,33
30053,36831,33
14279,24457,21
3458,4265,56
25869,21497,80
19769,31607,30
34613,27241,12
22045,8644,45
34501,12873,47
34199,19908,15
18368,33339,47
28087,31955,52
18324,17022,31
8294,188,27
21886,6161,56
21974,21432,68
12420,35368,86
12102,38743,35
2598,319,42
4891,54,20
19931,13173,45
14706,19043,18
15511,4049,50
35298,753,74
37825,37565,48
38506,37555,29
26751,22857,52
18895,31172,16
18866,17347,32
21099,15227,52
32423,7705,24
31597,18512,44
15893,6503,65
21807,21099,68
14758,30489,30
27308,5522,16
33032,32546,35
35762,10026,104
20719,13961,15
22869,30098,58
24318,22007,33
38301,30788,15
21999,6973,31
3284,32578,22
32711,18954,14
23341,14450,64
2615,17648,62
38392,23443,57
22734,9397,68
22911,20610,42
34819,27831,36
1090,31741,42
22054,26284,36
34069,37787,33
25509,12262,66
15367,24048,17
37065,18199,35
4767,2394,50
12964,22025,63
19254,16655,17
6022,21228,76
8623,14535,33
14439,7141,19
38752,16538,16
4212,9012,70
7724,9803,64
27855,25896,64
23714,6482,84
10919,24295,31
37168,22917,55
9248,25145,31
7768,2273,52
15063,7228,15
33000,36147,43
26471,9113,40
19932,21842,30
23509,25561,88
38345,11310,15
2018,37258,35
2546,36421,52
35617,10745,78
30374,32425,26
31225,35288,66
12016,36015,46
12775,16841,50
16790,12297,41
35689,11294,66
17492,22753,66
4018,32505,50
7644,305,22
23582,34835,60
12503,28709,42
1997,33119,47
7211,20303,9
6799,34748,15
36151,13098,55
26498,27376,16
28523,4760,26
9518,34751,36
1843,25752,56
19965,28235,34
4693,4253,56
18147,17446,46
31731,1165,42
33104,7995,43
31521,22512,64
11331,922,28
19807,38716,11
4012,11607,52
1152,7088,25
10563,26285,34
13841,4179,55
37857,32677,32
21145,24998,47
10987,4049,64
29428,17482,30
8611,35759,77
20409,27942,30
24454,19773,15
8658,5496,33
4263,8010,58
2671,18154,56
23502,12235,82
18196,16236,53
17319,20588,28
20522,38448,7
7225,19990,13
16901,10922,33
26295,31149,22
9251,9947,76
15944,7568,49
34675,2543,44
29694,23016,44
18481,9237,48
15124,30418,26
25620,35639,92
18928,25147,9
18268,8646,41
25505,27955,64
24431,19168,15
14657,34916,20
11583,6018,42
24791,6136,35
1787,19848,26
7025,17728,33
10521,33338,49
12362,21086,74
37258,24364,24
31679,2755,60
29679,24164,13
24488,26370,21
8765,31196,31
16638,26544,23
23440,24081,61
36374,4548,30
24464,27794,37
24301,31238,19
11549,3082,24
35428,9381,84
24404,36876,24
2001,54,26
36915,7851,31
15223,31971,32
31897,5258,36
22866,21263,84
21517,12259,74
10248,9332,76
30375,15185,26
7056,11629,17
27160,7233,11
5745,22569,52
10961,30812,32
38610,26495,17
32269,27887,36
11526,15056,18
21080,25684,80
15945,24033,42
27418,28893,16
28621,5586,24
32426,10510,30
24477,28657,21
21016,38662,49
7848,9262,44
33785,38363,14
28227,31988,52
16076,15110,41
10260,31732,72
1850,19650,26
3912,36832,57
31679,6428,56
30306,35523,74
3260,25097,17
29762,24003,13
18133,37908,44
25241,20303,5
32373,32717,16
17378,23770,78
16156,30766,43
22680,36210,56
20395,20285,4
19669,36279,22
37743,15172,32
33983,4060,51
18926,19849,12
32668,14453,20
22095,42,30
28554,19139,18
254,27482,10
6218,35344,88
37969,11493,34
21056,12288,74
30289,30225,36
16662,8386,32
24022,10266,57
6948,11298,17
22806,37596,64
35553,1536,76
2558,9251,64
8434,23582,73
390,32500,14
21013,63,50
33037,11639,37
31650,29564,28
18378,32002,44
6994,38730,12
3967,12277,72
34629,35743,64
37683,21043,68
33073,28260,55
24034,20486,11
17012,37761,35
10927,25669,58
7909,16541,27
4596,244,20
6362,36096,48
27361,20714,6
37218,12979,54
15898,25751,69
37040,37105,30
22031,1751,44
33854,38730,14
29434,27315,8
33223,22639,67
2611,38324,41
27196,9896,52
26519,2295,48
20642,28769,14
33020,11499,37
9969,16781,59
472,3837,48
25065,18398,23
31832,11439,34
35372,4877,70
20425,25793,38
17451,968,44
11536,8345,31
37202,30252,33
14545,31629,36
3877,35309,98
15924,38573,38
16043,12107,63
4537,38754,19
37268,26749,27
27934,7615,44
24830,12410,33
3072,20450,16
29628,38398,9
30217,34612,26
12121,13143,69
38540,28583,17
33256,7768,43
2702,25726,72
9213,10641,50
19543,22693,46
14684,5570,24
12071,36785,45
3827,5383,54
31622,12295,54
37208,16854,26
32614,22861,48
10722,9847,70
8600,37078,36
13174,24832,42
27432,13216,43
22554,16205,73
25859,19081,42
15392,234,14
22547,35542,96
25939,36478,52
21207,29695,48
17326,8761,47
4515,37510,38
1826,27812,48
17504,11015,48
24927,1540,23
15129,12348,38
19063,10200,54
34592,18941,14
4134,12425,72
2364,32598,44
33092,9968,75
18957,35500,62
32709,9087,36
28597,33243,39
38511,3069,19
33872,12785,48
8371,6134,53
30111,30770,28
5523,16895,23
14694,35688,68
3437,9950,62
32430,21847,32
28870,9870,60
33240,32393,35
2427,8378,57
31715,7965,40
13570,30120,31
13850,30831,23
7747,24844,19
22711,28580,52
31520,7852,40
7976,9278,44
9334,13606,41
12363,19877,36
37859,29316,28
16183,32772,41
16607,10255,59
5313,1165,30
13251,16712,50
31590,34008,33
29268,1686,24
8281,3125,35
6514,12146,62
14526,25109,15
20395,35514,58
34833,880,26
29268,18185,24
36344,3024,30
28915,26400,24
27114,4871,18
20609,1709,22
10551,13812,35
35522,6219,88
30133,21290,62
15134,16851,19
28843,28875,24
38489,21835,29
14346,12443,42
14744,17400,38
4016,53,48
5456,8358,33
32454,3809,50
21211,37721,68
9889,32609,56
23611,24194,61
26401,15765,45
12476,12830,69
3008,33175,41
34668,23484,60
23494,3957,94
29654,23474,56
5536,9068,40
5277,36317,28
19877,31969,30
26500,3888,54
26357,13758,25
36507,33212,43
27060,37592,28
20632,9008,30
16172,36800,48
6302,16819,43
7968,34988,24
12244,12005,60
16115,3067,47
20713,19244,8
4067,29692,46
15840,20444,35
9895,37654,72
36255,5603,28
36394,28168,44
4615,517,20
27806,15187,36
25223,4507,17
10685,26671,34
18171,33430,47
2636,1827,56
27837,37608,52
16197,25024,36
6265,32714,40
12394,13090,69
27826,24402,37
3267,3994,56
