card_1,card_2,card_3,card_4,result
3463,13021,34988,33386,111
15778,5741,8534,36887,120
22231,36324,126,13609,65
21054,29304,21406,13679,117
5657,9390,25035,26473,61
26589,6932,294,28734,55
31594,24304,28997,31074,111
7008,933,35347,32346,100
128,12975,30337,13883,80
32308,2411,10020,38435,112
19706,27124,12318,35485,132
17616,14731,19145,35508,137
10076,34987,13824,14507,123
10000,13750,7080,35345,124
31974,33483,23368,27375,136
4161,4196,15970,31731,151
2310,13117,8573,18948,136
18923,5663,26679,14275,89
1975,15348,13849,27814,144
35431,21456,32421,25051,114
10727,25831,1035,18859,110
28262,31848,17771,8700,139
14463,11502,25834,36759,121
1641,33149,35654,15887,169
13709,31211,28060,15092,118
18034,37639,14448,7508,153
4832,3451,7122,2755,89
22142,4599,23422,1950,135
4892,36226,30944,6410,100
31245,25596,2319,21431,154
13564,35270,37572,16522,122
7970,18975,21522,36518,130
24941,26749,33447,9255,77
21279,28760,37132,508,117
14589,13731,23006,845,136
13122,5620,19210,38504,79
29696,13616,35535,5773,89
20767,22517,8336,8277,117
7875,36465,31756,30983,116
7948,20618,20742,15523,88
5648,16216,26520,9494,95
36517,16271,30444,19937,108
14322,20391,12414,32638,88
5305,17615,11018,13935,82
18275,13637,33503,21153,121
18090,22870,6272,7728,162
36431,23436,31823,31102,125
31093,38466,24139,12910,91
9419,25937,6810,6982,79
10653,6990,36465,10746,76
38541,30362,6768,15497,75
3994,35284,12349,30954,147
7885,10229,469,38673,105
33327,35570,2433,33212,171
32019,8348,24079,4042,136
14307,340,11530,33490,93
31025,36377,31538,15200,114
18179,34650,35510,23418,145
22132,30015,10172,8408,131
20329,12035,18110,29766,65
18919,28721,28130,7216,99
3988,27018,7990,1529,142
11441,24259,23630,24207,120
22742,29653,29460,2491,105
8599,36303,1253,16749,97
7618,25678,10956,16001,142
24940,7226,35530,33952,72
27972,9781,36234,38544,123
36838,15444,24271,36970,132
4155,26580,21777,29270,81
3922,2761,4898,36994,133
19710,12778,27987,17485,139
13646,4833,8427,15247,101
20456,33300,30208,12993,98
25015,109,33052,2646,92
21019,28958,9967,6977,138
5494,31743,24285,27497,97
22985,6419,2712,13010,183
22506,29592,11433,9832,114
36316,9169,4842,22887,111
17708,21434,16732,20610,89
7005,35584,36109,29343,85
11735,31779,4265,32014,118
19677,30799,38460,35759,104
6479,11750,12055,35529,146
12277,1826,31529,8347,147
31501,24993,17738,37135,94
19114,15002,930,29439,93
9055,31178,12333,1704,125
168,18056,4009,10623,93
12228,1941,12329,17660,142
19725,6115,21908,27276,115
13977,20584,13141,23563,106
33399,9019,6518,27454,124
25135,22662,31769,38305,91
11683,27189,36215,18212,69
34689,27409,28693,9419,89
22742,9976,5430,13201,158
33398,28542,1744,7185,116
3352,17008,24026,15817,97
34611,29250,34802,19234,54
7019,8650,10827,28101,110
14291,24124,9308,7522,141
33884,33361,34689,7145,68
35319,4876,23268,36863,150
19649,14459,10721,18050,117
24056,11482,8385,25923,110
6078,126,15298,16572,105
24276,35024,59,18970,68
11410,38742,1084,28783,77
14508,1043,2714,7734,165
36314,9381,30978,19779,94
30450,20723,22008,2547,97
12398,10683,11661,36279,91
13256,28184,21819,38530,115
5340,29373,19510,28634,81
37521,6777,165,3160,78
34164,24005,2439,24164,115
30192,1081,33447,5725,108
2621,18344,969,20728,105
19512,27008,8311,19809,104
16569,1642,3473,33931,84
30907,20360,16659,9784,82
5661,27879,23433,15475,158
10694,24361,7246,25784,98
31582,25923,30232,338,100
12805,26288,25226,6808,61
36120,10990,7817,3857,128
10185,11547,25938,4050,139
35570,25085,18980,33445,107
12425,5312,2575,14540,145
28258,21492,11296,9081,133
36257,31752,9102,21108,132
11537,17710,15982,27456,88
29641,7044,7096,33111,53
4958,18206,29324,27015,56
35635,10061,18490,27833,173
38672,31159,31238,34103,50
24445,9466,21308,22068,131
19792,5337,4714,21886,86
21941,17007,33907,35585,98
1736,33016,35566,25913,170
16812,340,31544,38262,56
8736,27893,24304,34035,117
1932,11737,34000,29362,67
10251,37755,10143,4907,161
17699,11702,7508,36753,110
1230,13050,10557,37848,140
7828,968,17421,13225,140
20705,19878,20703,2676,80
16112,9069,9956,34072,124
34647,12518,37557,21286,148
17345,31522,18393,29327,87
30069,12806,14738,34035,112
13178,25544,29717,34529,98
1634,25681,28664,16981,123
6111,31612,6988,37240,119
13944,37770,10049,35385,162
12305,136,31156,34093,69
19047,25515,15911,19172,107
25929,34260,23275,20018,127
784,13997,30254,31920,101
1063,16691,31919,31777,111
15775,31828,16637,21096,132
18988,29592,5497,261,45
11326,27058,5440,15252,85
26587,25246,1733,21843,84
26484,28664,7563,10033,136
37202,140,36204,4734,72
37132,99,29756,25082,44
15331,13240,20730,16796,93
30098,28177,1729,31917,146
17693,21524,10057,8296,160
8382,9249,19874,8010,131
6927,28252,13613,31809,100
16606,36094,13263,21285,121
872,16152,5633,35018,105
34175,14366,5278,27256,85
37884,30103,12818,6273,153
22506,26730,22106,21237,136
27061,30957,5626,37229,83
7607,11714,19103,14493,111
13081,9857,2602,32438,146
11559,13549,29459,30828,45
15156,30286,28046,19736,137
34076,13105,4785,12333,98
9068,15098,14648,21385,160
25957,9943,30073,1597,155
14420,34524,21086,30077,131
22681,32341,30929,20576,77
21033,9176,23395,24932,132
784,33970,11527,3861,91
24447,34701,20476,7716,91
2548,37164,34212,38411,93
24524,13528,1612,13048,125
24166,25973,24022,4209,136
10659,8551,8651,24919,93
6298,33098,38466,25776,125
15277,6988,3461,1631,112
22270,34551,31130,25066,63
18928,6903,28810,5719,72
36305,27931,38331,17526,98
257,12302,1671,26699,98
4007,38492,3018,11414,75
35357,2626,30048,12388,159
17748,18455,5683,9274,95
7690,2649,37246,33965,131
34706,27210,21442,34931,99
31796,20515,12456,36900,103
35357,33840,19887,32019,124
15826,24160,15814,36217,124
16919,5650,27910,12993,115
9309,36504,34972,30165,87
36029,11565,13906,15039,85
21381,37501,19251,21339,161
19628,8263,10898,34158,94
34103,268,26305,15469,68
34185,20451,7558,32610,62
6263,2737,19024,137,117
18255,25197,36115,18524,70
21468,7689,31750,2322,175
1641,12372,3772,36338,141
30155,23266,22026,15406,140
30799,19609,9798,11292,107
25708,34067,38366,35682,105
9122,36501,32356,15825,93
16006,16212,349,21933,105
30786,20376,1238,33338,87
14332,24838,27314,18326,83
22701,138,1522,21783,124
12413,26314,12095,5586,103
24357,7671,33185,30979,125
16240,8295,16163,12810,146
2504,33366,36820,34902,131
16754,36906,37602,18313,110
27820,38766,22618,16501,111
17585,28048,6517,19748,147
18261,22537,7697,12757,154
31942,13908,33516,2000,126
24782,10611,25757,15491,106
37265,3893,22588,33859,129
21251,29332,25850,34750,109
22101,29265,36074,38478,55
20341,4582,19871,18859,60
27992,32020,6154,13893,140
22696,3334,12961,20401,110
27850,34736,76,231,75
14640,37069,5405,3434,112
16006,23728,22837,7673,181
17019,11688,3359,12086,77
1642,8740,6509,26546,136
7633,18824,37879,6970,111
25661,5384,19539,37120,116
10922,37562,33866,23647,130
31954,29765,33453,2435,121
33913,2687,20454,27371,74
24297,3095,37093,7055,87
26545,22548,13076,7919,143
18342,6096,33046,12103,141
37021,2354,10731,24093,132
21162,33278,5752,4637,118
34676,13845,36041,37174,82
11345,35467,2592,4034,151
6900,6476,3967,27797,140
24054,25687,28501,1613,141
7786,19671,31787,12501,141
9225,11746,13241,18008,99
4590,21030,8427,19146,113
176,38276,12785,19870,78
18157,10999,24869,27437,65
15755,20576,9305,4087,106
29461,23250,22748,23729,157
25606,1998,21162,13908,145
30978,29463,30987,8384,73
252,10932,25184,9093,60
23656,37118,11509,38252,98
14564,27087,31251,32690,83
30127,10054,20511,11390,85
19987,22600,25774,25160,118
20614,9036,26000,16527,78
31621,465,34605,27206,72
33513,21838,10087,30127,133
31147,27357,21267,12453,119
4033,22853,26308,19555,129
38004,26670,34894,14504,116
1217,10878,345,24435,91
21840,285,220,37852,82
31598,1910,19138,31908,128
18267,21448,34744,36146,111
28996,30991,4511,13182,101
27008,33355,1065,1549,126
16187,37011,28697,28765,128
38487,29304,8319,6954,49
33137,36909,23661,36074,139
33785,7078,12105,3211,72
31249,13920,13922,9000,71
35749,25545,20610,21343,143
23712,5745,1839,26767,127
2773,16012,3250,14259,147
1777,5732,30971,37668,126
25680,2389,30344,1500,152
36911,6960,24770,34020,50
3893,1102,22634,29445,125
19595,25657,25894,15070,145
21753,26579,30763,28587,85
19710,31772,5369,14338,123
10786,31223,37974,6359,134
27989,20632,38338,38394,58
12280,21067,28902,16726,127
35370,36085,21767,7194,106
32398,14480,20596,5728,71
17446,5744,19579,34697,90
9158,32716,3080,20400,57
29284,12243,3857,15428,121
9286,16121,22939,14706,155
26480,32772,6920,12917,66
36784,21514,2714,30398,151
18237,2022,18451,15946,127
18131,31043,5415,13656,73
37782,8596,7515,34231,130
9792,11356,18249,37759,129
14362,15109,2613,7774,174
17745,31232,36493,14269,107
15301,33087,29678,33337,115
15117,15193,31188,8468,133
19891,9157,12335,15073,132
30827,38000,3268,19943,111
14578,16912,23385,8331,138
30414,22751,9358,7242,105
6754,25590,24189,20421,76
21479,5504,17323,25774,133
9067,18369,12182,27338,101
34630,24346,36481,24855,70
30065,37028,17715,29394,83
9750,24019,9224,19518,135
11394,2746,36908,25138,92
19157,37523,17574,22877,136
36942,30379,8432,9002,113
15500,34686,33785,21092,117
13905,33258,15487,24268,118
33229,13007,11356,4765,98
29329,14712,10161,4244,137
31835,12989,23625,18131,148
5756,34776,23599,14658,130
33473,18942,22773,30291,122
15288,17603,32286,20398,77
21509,755,13869,17317,121
16120,29343,19628,35712,122
21387,9333,3164,314,103
18901,22051,761,18117,96
9802,25228,29443,17557,84
38691,4095,10966,17611,95
38303,1780,6169,9004,123
16000,24512,13658,37099,110
29679,3259,19525,34111,61
26402,12872,8718,25033,87
1156,10752,27984,7256,109
29434,4970,34190,30062,49
10137,11590,6806,37687,113
35400,29613,31753,19088,107
9867,24280,26714,12066,128
18912,16616,14456,33261,104
27989,30337,22016,28512,123
26515,32303,16142,2289,105
18141,8718,37129,31966,121
24090,24259,5339,5698,96
24077,3498,24751,3837,92
22058,29453,21276,22019,104
6002,4872,7071,10731,92
21211,25548,2537,29562,140
33803,16906,36775,33178,86
22225,32572,16263,21382,120
28111,30259,13724,4579,95
370,13104,9979,34727,113
472,28693,13658,19847,77
16509,36109,30470,20258,56
921,37199,16013,25225,103
3087,24507,15156,34045,99
3234,18181,21811,24359,97
37079,4910,30860,31528,97
13956,29598,9508,35476,97
31534,14653,8005,11441,129
31016,10046,22797,17280,144
11289,10035,21125,13695,124
28712,11770,10172,5752,110
16773,12218,7115,4530,68
18256,986,1049,35717,140
18335,36109,7568,25856,125
395,34196,4568,27847,75
20324,21519,20416,8407,87
3428,10222,16528,14254,124
5748,8267,17501,33806,87
1640,11430,34916,37665,116
32284,5740,15517,24230,97
876,21762,15287,9433,125
3330,412,50,18440,55
7972,28980,28198,18763,135
24354,8380,5594,38609,86
31255,7067,29739,17378,55
31708,38365,18870,5471,74
29325,13963,36184,22618,87
38756,15171,9061,8390,106
6408,34705,13985,24337,106
10786,11360,13053,17481,99
2702,23522,380,28112,152
24110,3891,20683,20009,99
16541,14433,14558,7526,138
22087,26500,21246,2387,135
25242,19957,19991,3507,79
4741,12390,30236,12141,108
12799,17416,19023,12198,117
5336,33487,10559,7024,85
13695,35643,36490,9298,114
16003,35256,23350,37011,173
24980,25734,21808,14253,108
29345,1081,23671,37635,133
16026,25659,27918,26657,133
18330,10725,29441,21436,101
29321,30420,3465,23506,98
21818,23004,30152,33523,131
37574,14612,34563,25243,107
15046,33070,900,35550,161
37012,10961,27797,33292,136
27903,24831,34187,32545,66
32375,14519,16113,21838,112
19591,31980,4182,10895,126
16710,17260,14629,5447,98
31075,25174,37046,11460,62
17275,14745,15125,6769,116
29555,22650,5767,30927,90
1930,4080,37609,1580,173
37120,15349,32603,24010,109
23484,17317,25642,37118,147
25614,22024,35656,30214,138
37909,27310,1247,28981,122
36083,31979,11321,4115,105
8300,38287,24234,17018,78
16931,31179,31094,2380,95
7258,17371,21872,14708,100
33299,20649,10957,33996,70
1550,6962,35656,7221,111
27213,6040,25595,16786,111
20625,36817,1564,11354,87
34859,32369,20494,17617,53
10127,12222,20346,32265,97
23600,26445,28196,31097,128
34782,35292,34198,37591,124
6798,12101,28186,36845,120
9112,17770,23703,15951,142
28040,30860,30257,4208,126
12288,19906,26443,24408,105
33033,23738,34074,10210,147
30413,32294,21295,7868,123
9390,25866,28800,35305,148
34771,1521,10074,33923,121
1884,1587,23536,13998,153
26430,34267,29709,846,57
18829,7966,35419,7872,155
16796,10733,9115,17023,73
27459,37255,38603,15512,92
26700,31541,9766,31142,115
30909,164,10622,25062,51
9081,4998,35537,7184,101
12204,20673,7593,14301,123
10528,29587,36218,7246,56
37754,7864,33208,31631,157
31228,37671,19250,36420,100
37946,16251,26738,3150,114
5405,7166,27092,13746,54
9764,447,23741,22754,158
33420,26753,30817,13252,104
15916,21320,10566,33812,120
28216,38263,33264,24140,115
4627,32648,272,25081,31
13828,17339,1681,3966,123
947,34005,37527,36408,107
11641,15901,10041,28866,128
11273,35367,23508,15365,156
28557,23474,13206,3244,141
13003,16639,13265,16084,126
28749,2710,7568,33953,130
12951,12085,21492,27277,140
37003,22824,19818,24168,137
19581,33293,21353,17652,139
9487,9917,30151,21086,150
9201,3290,30136,13632,82
10956,7580,14519,20413,111
7954,1895,30784,34721,122
20741,35711,28123,15889,138
32766,12212,7778,12119,123
6121,6932,15151,2519,143
17306,11768,26568,35291,101
31879,25780,5496,29686,95
8442,25610,8421,20405,106
25136,18961,18181,1508,86
15941,4627,33896,19041,76
13894,32649,20686,8604,56
37945,15970,37752,1915,171
21224,38292,28689,16260,122
33406,1730,36854,12491,146
24773,15212,985,34986,93
36507,18856,9261,6877,71
4596,15332,18891,27060,86
19803,37522,28816,4099,143
38640,24118,21224,6943,91
38000,294,29732,34158,64
37652,17601,18004,7229,101
2311,32301,37271,20446,89
12019,1739,27879,1845,170
37839,6928,32266,1723,104
29338,22969,19117,9286,96
9209,34653,19150,14756,102
34135,9785,31789,26547,106
37596,13008,18224,4532,121
17529,33448,967,16054,130
9775,29309,17019,38263,71
5344,37568,18132,28908,117
38004,33421,10760,36069,125
33495,37671,7192,17003,98
30167,32270,31648,10534,88
237,14375,31642,24873,85
25259,19006,30891,19679,65
25516,24358,16857,365,84
11563,2564,25250,33045,96
22747,22245,37554,12244,155
32535,36970,28052,820,117
31613,36461,37246,2328,134
27216,29622,37588,14692,106
19810,10653,33914,38532,66
18822,5655,7939,23626,130
31148,9935,2398,9150,144
12473,27382,15170,12510,128
1592,37175,7116,18004,105
21462,7159,20506,37043,90
13714,31925,12147,37742,128
1548,36839,37656,9341,147
35336,21341,31954,4916,151
24160,33027,13234,27333,118
33805,37801,22246,909,111
17453,9751,32694,1578,129
2706,13750,3827,5356,120
6171,11511,34802,32371,82
22662,19727,12219,7819,156
33339,30874,1617,11732,107
14507,35303,38484,10628,124
6176,4825,25968,14355,141
26366,19546,2687,9046,115
37683,12362,24890,31518,118
20552,13785,26325,3460,47
27820,16576,30914,22795,124
13128,13268,6449,22677,174
24445,30995,19728,28210,121
5487,19611,4857,35661,114
26304,22735,26695,19793,101
18903,1021,33035,23619,135
37012,9046,7170,16830,76
37969,8294,758,15300,151
19010,25869,2665,10752,126
29743,15053,26670,4717,71
10135,27190,11586,893,108
33488,31915,32437,31060,95
10707,34536,22950,15209,131
28206,21262,21109,31990,180
36389,13670,3109,15850,91
38698,31205,31228,9087,68
23435,14404,19878,37663,167
23757,11659,25876,24817,103
27035,5293,1245,30496,88
19570,27778,8748,13098,146
122,22647,37132,15508,127
12215,21367,24300,10704,139
29464,19977,1643,34120,85
32427,2285,35668,30342,131
6893,35570,5347,4103,119
3401,30971,14274,13210,119
17481,6288,5542,3875,132
11604,1834,29625,37562,103
3444,38274,27910,14713,113
15171,9847,28506,14722,164
5443,26475,37545,19271,92
37180,18092,12246,14021,103
9766,9945,24811,30878,123
28913,7961,9868,33956,133
36774,11552,19501,11479,79
8375,16596,7177,1655,95
37688,10126,28149,10764,166
16746,25905,22262,33763,83
12388,15997,19549,783,133
11722,21449,4879,27212,89
17308,23472,7650,4911,135
37919,11558,13555,30827,86
8366,28250,30425,20379,103
12280,21272,1868,34624,147
885,13613,3390,1755,109
37631,5023,7113,6202,113
8682,33356,4153,33894,117
30964,5618,28501,29584,71
28241,16956,9058,8727,117
391,32351,32369,37728,67
35002,19523,24307,10961,98
25078,4679,7645,28516,90
8428,19992,1686,10846,129
7668,33435,29436,34766,99
19255,22217,1845,38640,90
29621,8432,7816,7844,123
37549,104,11314,33878,70
4543,30868,30169,21989,79
35534,7944,27214,23545,163
9370,31785,30290,25793,121
11764,8759,330,24101,78
32603,33850,20463,22169,44
14722,30381,14016,20329,79
28556,33189,17536,16894,102
28638,35303,2467,35411,184
5479,30167,37657,27460,101
29277,4061,6124,16924,102
20491,19839,2318,14343,120
37974,20709,27201,27994,108
10590,34653,33933,4882,64
15966,21121,943,16249,156
28916,7123,19660,4059,105
252,33945,12760,9811,105
3160,30774,1993,6819,89
9144,16206,36121,36964,116
13060,8706,6942,34129,88
16607,38488,35576,3061,89
6811,10937,1988,18915,91
32759,6886,475,34802,38
27885,15196,30047,38640,114
34939,25024,25184,27362,38
36820,14398,22559,18393,145
24382,19184,20296,4530,61
25931,35393,34646,9516,135
33237,24809,24753,1071,73
21225,5485,22144,24275,123
17442,38745,30514,1229,85
5454,79,17652,234,57
9285,23288,12173,8736,148
6031,4219,9341,29278,118
34569,7187,4102,15892,101
33943,5473,18243,34685,68
24843,37981,36406,31105,87
12896,32692,15791,6372,131
3369,7200,24886,21327,80
29676,14695,24872,3339,69
7053,16877,7162,13090,64
20024,15169,5735,13562,101
25752,34023,34559,26538,76
2609,23318,8426,27466,148
15289,31035,37166,31761,124
37974,30888,38494,15479,109
499,6065,34101,7171,69
26537,10142,25749,14660,143
9761,11427,36468,75,88
3274,22100,38625,13207,89
35256,3010,18369,21751,121
31256,24872,35452,31571,108
30288,22689,33248,38395,111
35523,20576,11560,22047,90
32505,31146,4973,25994,78
5417,8670,9312,16258,116
34077,23501,29582,21787,90
28030,5428,22547,20305,116
24876,38730,7055,1993,59
22855,22694,1523,1912,186
16182,34224,37520,20619,93
9757,12234,32306,22780,144
14553,28557,18484,3001,115
16177,27519,36962,19658,111
15280,2570,33172,2635,172
36520,4774,33393,32575,78
7550,35594,4984,784,142
26583,18803,34834,25069,48
1566,32762,979,37091,115
16941,36050,27950,37113,109
8453,18120,22243,38294,86
12916,4919,11363,9905,114
6186,23424,2407,22963,196
21286,4259,11545,7599,143
15880,30185,15342,6275,147
12492,31727,36796,33891,110
28526,15939,31942,38487,106
37226,34601,2537,12167,132
2573,3184,19710,9840,147
29554,7554,18009,34986,87
3349,3392,23253,24219,121
31813,17476,27779,21984,131
10990,14709,29256,9464,97
18371,38536,19766,26338,68
30337,29525,133,18996,48
10696,32620,25883,26664,82
31513,34164,30186,30829,83
12375,24400,25105,925,100
37830,23267,4505,32351,119
19614,38456,12390,26495,81
3460,4905,23360,31038,104
20432,29424,35430,13270,98
24840,10157,32289,1103,94
34845,35763,9779,31814,155
9226,8586,23734,36750,143
17531,29285,8668,30154,85
37855,8289,364,34130,93
24898,24940,38756,27829,57
26389,21027,15888,4214,139
30221,36790,6927,10767,84
32626,7913,25946,4724,103
35747,12177,19703,28122,163
27472,38371,9053,10268,98
15908,22073,29344,35271,119
35441,11401,20447,32555,73
11339,38370,3415,18409,58
13662,7920,7231,19987,91
15157,25765,32712,15316,128
25801,32477,9342,17771,99
15803,11010,35377,5579,133
2588,19118,24873,27856,113
12189,22550,27025,3393,120
26750,15497,18460,28783,106
6326,25169,33864,33475,94
8640,36151,5506,4751,87
23676,11019,25614,12800,153
5361,30973,22557,36232,107
36411,17280,33970,25589,94
33304,20342,26368,31516,83
7550,15010,14335,10701,150
9789,18923,12318,19517,131
38479,16601,12192,38665,57
18505,30874,12755,10093,131
21149,10007,17021,13930,125
26740,26564,34217,10651,57
5271,32699,32320,10074,86
24892,30315,19768,13532,66
34224,37242,20716,1759,86
4617,5292,35400,22094,111
27371,32659,26377,2356,83
16161,4157,19597,11394,115
13594,35490,11504,24990,79
20629,13596,36066,36032,57
55,12046,20301,10013,95
7593,30044,3443,11001,109
38315,24269,18783,31037,68
72,105,20577,21088,64
31108,29463,31535,22986,105
23290,36502,11484,32490,91
34128,10258,963,38401,97
7550,216,38590,23278,106
13559,27052,22185,25212,56
34058,35273,12260,33076,133
4842,2478,25869,4768,114
2717,1267,36948,37051,142
20378,6503,29343,18388,76
30294,27178,15112,17022,89
17544,21839,9119,19832,106
34641,36844,33291,36079,104
37635,25705,15302,22833,173
24936,2446,6791,31023,76
36144,16820,16613,12283,79
37975,5689,13649,254,83
7789,9026,37170,28501,131
1984,11564,20525,21982,81
20679,13101,6124,22746,137
35539,23260,5442,37985,169
30337,24265,31542,16122,122
19604,12970,35772,30494,142
4103,34744,27996,6388,150
9879,31796,8587,19717,146
23592,30493,1736,7006,125
7914,37570,13610,25144,104
9075,3282,12775,2501,134
34806,38377,32752,10556,54
10981,27761,23651,24113,151
13845,11009,18307,4740,74
6217,8579,1195,6506,159
16540,34035,25770,12159,94
34821,29536,38625,25788,64
29620,28140,24046,1983,123
21464,38422,25873,6908,100
24187,3398,8579,30948,100
791,25585,7035,24511,106
15830,8478,10165,28176,167
24230,18294,10198,1890,147
10796,17007,32759,25835,81
18796,22524,22622,28657,144
33508,20412,12289,21167,123
14464,9777,29557,11321,107
30243,7175,38645,18502,57
9309,32729,21292,27997,131
8263,12047,9237,20524,98
20523,38447,29663,18218,34
101,11500,2280,37846,109
22773,26364,37020,26348,104
35275,36415,8300,7806,150
5595,26670,32762,25139,42
23459,31550,18837,26680,114
28672,33978,37552,32698,92
12814,33088,27351,18244,112
15764,11699,22035,26583,84
16880,36227,3150,9932,103
28033,38473,33397,38679,91
21505,27930,24242,30466,147
18066,1971,24848,35766,123
27996,31091,3898,28811,134
13641,2261,18490,35444,137
32540,21349,18412,20583,83
17417,5685,6146,7019,99
13875,27474,9043,21262,105
18145,30197,27284,35444,113
12285,24118,23446,25631,155
4563,3463,7745,12757,116
31640,16886,7625,4953,102
37513,20608,15316,22213,113
23714,27786,8506,24019,160
4935,8478,14492,23675,141
6910,1852,14527,22612,142
4947,31002,21444,31914,116
35345,34097,6340,13167,148
12781,185,6346,26313,104
12786,18321,7229,20281,71
36271,987,11445,3936,103
27812,3151,225,2404,120
23263,30835,16987,21131,131
24873,12406,33254,16042,111
3840,36764,19557,36014,120
17425,6046,5287,13795,105
17588,33936,18370,22906,107
26744,1650,24779,35739,112
9061,31620,36009,27313,97
29290,36488,9516,24849,55
11416,23637,14014,36197,96
8732,7789,36212,38656,102
24467,30002,18962,4939,81
2587,21081,32523,10185,157
34218,36262,27230,33305,80
6205,13509,7558,36274,124
6040,9392,2473,2310,170
2474,24254,10144,4880,142
22736,13213,21072,3897,178
27485,20637,29750,12026,57
841,11404,25585,37968,125
1610,12944,19856,3421,131
21890,8398,16199,30852,113
32747,16054,28773,13582,88
15751,10170,3110,13731,121
7163,7008,2004,28883,88
22510,10568,24110,33790,111
37900,32403,10846,30000,99
30443,30058,10911,6233,115
38666,13812,29268,21084,72
2467,25769,35766,33227,174
35254,20682,15390,31576,130
6818,6512,12855,36999,124
30500,6350,19692,38484,102
10937,12768,7762,1751,150
37224,36492,15151,27423,108
28179,28173,5304,6091,158
31107,1025,25534,36761,119
10618,16597,12267,32419,79
1704,10757,27866,24305,143
17015,25206,38551,14703,61
23564,15936,10004,6253,187
4123,38755,30804,20324,65
22004,18132,21364,12130,134
7767,38495,2295,7245,103
22034,28038,8366,11571,114
22021,36480,27167,10883,85
9332,7034,36057,31700,89
9122,14434,26314,18365,104
882,7195,38542,24169,73
12124,2557,14495,33291,161
15436,7255,7165,23255,107
30486,22955,31603,34506,122
7690,36013,8519,31522,131
21450,19877,24240,29596,111
37261,37172,4229,5703,121
25882,24838,20400,13919,56
3464,16644,35702,13849,97
17702,7112,12050,3419,89
1623,17370,27487,3511,105
12488,15346,12911,17559,142
22010,18029,18479,21472,121
29748,37076,34732,30919,70
32365,1980,8670,34895,102
32661,6253,19247,2676,119
759,37574,7503,5671,139
29417,477,28639,11491,50
36423,33142,406,1858,106
34853,15363,3863,26357,110
28648,13109,14731,14607,153
31720,3376,6058,7160,108
17406,38568,1152,21201,113
15133,38015,21115,6503,183
1716,6499,24929,38337,99
14365,28913,246,36461,99
14275,33378,36909,21757,133
33018,7586,7936,9478,148
24053,1990,7648,2421,164
33296,17260,36940,3085,112
17578,2435,25552,35327,165
15879,25552,9243,28748,132
32626,2749,14612,16713,109
36398,8499,34800,26438,83
34669,11500,36424,29571,52
2725,24097,30765,23630,147
28832,30768,30344,36974,101
18937,33864,36443,31617,80
24921,24865,13100,32732,53
22011,20397,13180,25762,104
37848,36387,36829,28152,143
27888,11415,24346,23424,137
937,13705,28566,4140,115
5395,14737,14538,8365,136
25691,10618,10895,757,118
16643,37653,25055,24298,88
35598,12516,20351,6117,138
8515,6120,31022,16640,109
21106,36387,9050,27898,144
8373,9877,3078,33494,139
32654,19601,31710,30245,92
17579,31736,31029,30518,100
27143,412,22711,3029,90
34939,4749,9435,21408,108
15478,12119,35602,16231,167
1958,25211,18323,22617,119
19689,10775,3878,33204,127
11294,800,35394,12984,134
10041,6453,3318,24463,147
16189,24383,6159,13659,126
26706,23314,22622,23768,165
22919,18203,10271,34740,140
14542,37631,12477,24176,152
8499,26266,12413,19751,109
27284,16562,5011,18308,63
27935,13265,16854,26539,108
20559,37926,2720,16238,132
20405,32506,23688,18870,78
24412,9412,27015,27380,86
68,20768,24175,1708,81
7148,21504,12088,28263,139
31792,34235,16950,21408,104
15180,32764,28542,28178,125
25934,34879,34172,34892,81
13223,4913,436,32346,67
1066,19564,15995,35715,150
10654,1147,38417,2013,105
35599,17509,6261,21250,176
4706,12061,68,23023,105
19206,31908,993,33122,117
28955,33254,33071,8413,133
32719,20498,1834,21039,104
6185,1789,21762,803,148
9298,13521,20513,30020,64
829,37213,29613,117,73
13644,31880,5763,28882,96
22945,31272,17522,6831,100
23547,2728,34220,31148,127
31145,26490,33257,35572,118
24472,32352,9954,8295,121
28577,37010,7636,1851,148
18074,27306,11490,29744,52
3407,9915,10139,31789,156
19161,32555,35259,33257,112
24811,3853,4204,8422,116
21412,38613,20264,27116,72
35515,34096,25639,8404,133
37824,12006,6165,22734,177
1048,10068,36482,111,110
21821,16505,34048,20557,47
3336,12261,24122,31643,119
7259,5707,10688,30788,68
24817,22953,22913,34162,110
12455,26579,9856,11355,109
16858,21085,9876,7114,119
10996,6785,5563,30445,72
18247,33104,13736,3424,91
22639,27287,24948,38279,72
8312,31096,29306,30372,77
5005,21227,2694,16092,149
37908,38365,32486,32604,66
10582,28940,22256,6118,126
19762,1500,2381,4004,160
17742,13731,26256,27405,66
27448,25509,17353,31093,97
16674,4547,34768,33793,51
199,28639,33262,6925,78
6008,28939,18751,32401,101
6296,33196,15036,28048,169
29388,13958,21286,11465,77
16521,38624,29379,35477,73
25177,36518,34168,30301,55
30382,356,1789,29286,76
8711,37117,32355,30821,90
2010,6855,8506,29463,88
38479,21225,10916,4743,93
26644,13223,7607,15077,135
22049,32405,20387,12937,74
4514,25217,20558,4576,33
24962,30854,35634,16035,111
3793,25014,28099,31716,123
11652,11438,6516,23475,119
18141,26520,18032,13893,71
17659,31071,29384,1221,80
26436,8414,38532,25624,88
878,9314,36809,30247,112
27233,17712,15503,16507,93
18009,30242,8434,18462,101
35496,18077,13039,31052,133
26493,38004,205,9781,114
