card_1,card_2,card_3,result
18962,19770,24378,21
38289,33442,9284,60
25530,26396,37751,72
33801,28610,31545,45
7204,11608,23665,69
5709,15174,9037,48
33765,10220,1594,77
19922,25024,27033,13
25213,4147,28095,73
811,18175,38662,43
30097,28128,29742,50
9046,29537,9187,60
32327,30841,11522,28
1763,35554,15245,84
32690,26351,10906,42
20619,18755,7591,24
22166,23501,27265,80
17374,22925,27059,70
15269,10181,18065,76
25261,30883,26431,25
10893,16964,25073,36
35703,13546,1049,87
3212,24822,34082,26
279,1008,31836,48
32700,21048,10521,74
1895,29328,23596,76
25074,15008,33405,38
35606,12037,30329,104
805,27417,1110,40
20259,25930,12128,68
28247,19915,8355,55
35440,519,30060,80
20359,814,2741,56
38418,22683,10927,67
36365,22925,35758,112
33398,37539,21213,95
2367,5263,17405,74
23255,23447,22932,144
36298,14294,24103,37
23577,47,28646,70
20265,9270,9087,58
12848,24242,20286,50
3226,30521,34656,40
36215,5695,22738,68
7519,34061,6386,57
3446,36318,17470,56
984,16157,4901,65
35527,3340,22778,110
25595,4154,21084,122
12021,33494,31584,81
20630,13272,26422,53
8692,13065,6287,92
18346,11507,31239,40
30448,35408,1827,94
12781,17677,19755,71
13653,2577,28769,61
16011,10793,9105,83
16737,27752,18300,59
23437,10122,24976,103
28555,1841,26563,44
8362,17681,2620,83
38483,25216,34638,16
41,12887,28705,57
20373,6446,1944,54
26351,38435,8664,38
25554,5475,37697,72
33856,18912,5623,27
26683,9359,10855,62
13183,12187,31678,93
24431,35564,10775,87
20627,37272,35434,73
32627,20006,22890,54
7201,1999,1686,47
38489,35432,29415,65
37988,9362,4985,66
28211,38000,28221,80
28501,6979,23262,71
1254,35667,22891,114
28070,19156,31786,58
5423,12362,21524,86
27516,1066,35336,78
19806,3505,5291,32
33058,15946,16989,71
21483,36862,22107,83
4150,14344,19967,60
37980,33356,31554,75
20708,10722,7979,40
32023,9180,30430,70
25623,10876,30383,76
12846,18877,25542,81
33826,7503,28819,37
158,38539,35279,67
2595,8514,12810,96
15360,20403,16827,21
66,27352,7012,17
28856,10099,13163,99
25956,9787,27246,88
17339,22761,6848,73
18235,2582,1071,74
5636,13798,37843,49
37958,34855,5643,44
1231,34638,15391,34
37689,21462,22641,108
21388,23020,28034,112
3958,12844,32620,89
4108,24132,26479,63
2755,15021,3027,58
38744,5497,13195,56
15032,22589,3416,62
28645,1196,22251,54
6792,4531,23290,73
25578,6897,4201,85
19906,34719,37802,38
17470,4602,29392,44
37867,11422,3029,48
6521,1148,35656,106
14669,22771,29316,56
16892,10539,18393,53
24308,14457,37274,36
34689,28022,26561,48
285,5381,24443,27
27000,15241,29707,16
21499,11705,15852,87
27168,17338,4845,44
14641,16147,1182,63
12006,3466,18887,50
6419,34266,25994,77
32382,2018,7535,44
28192,22952,37251,83
14747,38323,6163,49
28192,22264,7948,68
25964,23459,14527,100
8605,34507,15870,62
23449,2488,14395,100
30273,22651,877,76
9496,1143,33187,73
26303,23565,10707,86
31123,12997,313,55
1005,25149,25110,24
29693,6769,25075,14
15411,16144,38588,46
7115,2449,34990,51
12412,15935,18320,83
15935,884,31555,75
4512,13119,17469,79
13610,17532,27345,43
15487,21954,9983,80
9268,11539,38359,43
6781,2674,28581,55
25223,10768,31807,49
10155,16779,12850,98
33004,4506,33218,68
29404,37964,4798,42
13522,11485,30380,41
31101,12180,16771,51
17533,23344,6516,110
26326,11454,18018,42
11674,33276,33465,64
10024,10663,7717,86
5356,251,22970,58
2554,26023,30524,90
21091,13777,24859,60
7749,34142,9785,73
33783,4136,1605,71
1595,37572,26376,56
27371,28248,4802,46
11448,10955,11365,42
19510,37737,27330,34
2646,15266,14407,56
25880,30855,37068,61
3954,515,1721,68
4519,20639,759,34
9932,26455,13641,73
37908,8355,1584,65
28634,5732,3366,38
17441,1112,28209,72
25860,35621,25766,128
13769,257,504,25
27026,1998,30111,42
17562,21468,24003,79
28224,37872,2767,88
147,29659,16104,43
13510,31073,7085,30
36239,10073,37163,79
15471,9141,25828,72
37058,36088,29469,35
10578,31152,29288,36
6241,19539,30822,48
30804,24231,29017,31
25716,24075,28115,73
8343,18,9858,75
15204,19135,18898,20
3140,12338,37234,59
1061,25905,6888,61
21122,34569,21488,96
7173,344,33487,40
28898,512,5330,30
24242,17734,8267,56
10224,29462,11318,62
35669,30261,37778,98
23606,3424,31983,90
12384,9133,38642,63
17503,27171,36920,45
30183,27444,28250,50
7051,17265,22072,57
4156,36468,16558,69
24782,11735,5711,25
21798,11530,16127,67
7218,22842,6510,79
29493,34022,17295,39
14689,23562,17616,90
17273,33308,22985,93
21390,2394,25915,116
33194,21285,30433,89
30917,13131,14359,61
11599,33324,16611,48
2621,16641,1972,67
8769,14769,29496,37
23009,36318,18989,62
24356,11499,21375,63
37617,4658,16204,71
36139,31992,27903,68
19635,20589,34242,17
13759,5652,2356,61
19763,7015,38591,18
33944,38471,3348,28
20736,8560,26710,35
19064,35528,13600,75
19257,24004,15361,23
37139,37049,26558,42
298,25131,7164,16
18096,23384,30814,82
12338,38499,15845,68
424,19928,35439,68
17413,3961,3771,110
21479,33787,24089,62
18444,10207,26567,80
18853,33960,38285,20
16560,11742,13185,60
26378,31702,27047,40
477,11380,2473,52
5386,33369,4529,53
32704,14589,30780,30
7794,10223,10619,86
8404,520,15836,60
6052,12187,13748,75
3771,23260,30918,104
18028,28742,24032,41
3795,8294,18974,69
7008,14446,19943,25
38487,4620,25827,55
24889,24393,14273,24
38680,22526,25766,81
34872,22956,15820,81
32677,19675,17766,40
31559,10097,27776,100
12954,35305,20762,97
10990,4091,28971,76
30224,10040,2484,102
15461,17352,14007,47
20290,34019,5695,23
18022,15903,25599,89
21267,828,29283,66
3788,32738,77,56
29251,21177,37927,72
12360,20517,38497,37
6866,34102,8536,37
13586,19756,12987,58
30101,4793,37912,56
15232,27371,21813,36
12498,7630,31047,56
21946,12308,18351,74
38747,29627,27509,13
17737,6839,15099,41
36381,18205,38449,41
1608,13910,12005,63
37188,18978,16137,54
14414,37230,14372,39
32374,233,37126,29
25967,3492,28673,62
27358,32594,19543,18
11381,15180,29642,22
18201,1006,3904,80
20654,38559,10561,29
19975,13750,28273,47
36074,11400,23257,78
9054,332,10270,82
15989,22533,12986,112
7222,5401,12487,49
24034,37134,3456,38
37614,29617,7657,44
38320,351,21498,55
6856,7640,23270,75
27371,22124,19202,34
11609,7824,1153,44
32473,24310,21834,41
18921,22263,19544,36
1768,23319,28915,84
22873,24436,24851,52
6259,19152,29292,42
30364,38524,26269,35
22176,37030,18934,45
6877,16787,30073,36
36972,24773,28844,30
19010,15085,18340,34
36035,27329,31543,44
20252,27016,23625,58
29407,10185,1057,70
13643,15802,24304,55
24121,11678,29382,23
32692,3522,1054,40
22849,36115,20268,58
15329,21806,911,50
19207,15136,19921,20
30394,20258,18226,40
10989,8413,27973,71
17675,36982,1097,59
35746,24180,37051,80
9304,490,37222,49
28610,19203,24161,27
25795,3860,27915,106
14430,27932,15516,48
9860,1260,33177,93
31187,20551,30232,30
4933,1232,16844,43
12021,22061,7855,70
30486,9429,350,52
29441,16911,35600,71
45,33990,22086,39
24009,16560,2444,56
35423,18494,31121,86
18330,7540,24791,39
9254,27990,29480,60
11568,14726,36424,38
38325,37876,8292,50
11396,35772,35502,122
15223,17750,6220,66
32492,36113,32349,32
37017,19960,2648,57
27893,21008,6861,79
7032,10668,62,35
19117,25584,17482,68
29627,9022,36968,47
3175,29312,3292,32
25916,3504,22732,90
3816,19680,37126,63
12111,3853,38304,77
28928,11401,30395,40
23764,19724,17350,84
30825,385,33993,25
37187,32636,35755,79
12426,5284,15344,50
25897,17282,38460,67
22908,6233,10844,94
24841,28155,36799,46
15241,38284,32641,21
20467,32420,1020,28
8000,9998,13020,103
10733,18422,36805,57
32690,14415,37526,44
18101,2737,7752,72
23544,22625,21936,116
11663,21918,38702,39
37540,8731,10007,93
4927,8374,24031,44
144,7871,29534,26
4202,16123,7043,82
14674,18772,10077,66
8005,1149,18190,54
12078,3758,15868,105
19863,22790,5430,58
10056,26424,11688,70
28172,24907,3819,73
30870,3375,31648,48
22127,9011,27203,56
21750,35588,7661,96
25121,11311,37791,37
16623,28239,32009,63
33326,26601,33868,48
30842,13736,18054,43
21518,6511,15418,84
12450,34756,9274,66
12479,12511,29675,64
6512,36960,13954,60
25735,10541,24768,61
12153,12123,25022,63
26731,33507,8356,60
26615,29270,23367,68
35629,27469,10546,82
20263,14337,19817,20
13115,38720,34096,53
1780,762,5323,50
5321,9931,1265,78
9917,7711,33853,73
29774,46,25810,46
31072,14690,22093,46
22130,23769,21168,120
27771,3316,22513,82
38744,10899,21514,71
15222,11315,7787,34
14391,4128,15219,62
21939,26406,36364,52
37758,34026,24980,36
8475,4873,19098,41
14686,13034,31240,61
37519,31876,37968,72
18232,34924,16982,39
1084,25943,24433,63
31072,1626,5340,42
27884,24859,4787,45
37064,28928,17008,38
21883,15278,16610,43
3260,11334,15482,32
27173,28041,15362,40
19970,12010,22071,60
8260,12452,34982,59
23486,15250,31249,70
25967,27136,23523,92
34034,25504,24494,54
18445,24042,13681,42
2631,28939,19583,54
2517,18244,28254,84
26298,14414,22235,48
31104,36246,16042,59
11552,28140,15866,71
38403,17553,31832,55
10613,9201,6335,82
5288,1935,11714,42
1163,21522,27506,66
15495,21421,29578,56
35540,12004,97,92
36826,21307,19980,65
4758,9078,3184,56
22782,10859,5263,74
32679,13622,17398,47
19655,3853,7575,64
9789,956,16711,77
6243,12067,38299,67
36319,26765,18206,48
34173,26431,5578,33
32666,33041,27272,39
33852,31023,27418,23
3515,7948,13067,69
13544,4943,13808,40
7777,13618,23421,81
21918,32495,15278,40
10248,829,37850,90
21208,17771,9184,98
465,38740,1935,31
33322,5427,6165,71
29542,19616,7810,26
32413,5013,30360,40
11728,17676,5563,48
5509,2014,16692,43
18138,19874,35701,82
36343,23653,24118,77
15160,5748,17264,46
19823,21387,15502,58
25881,36421,15145,60
34535,2766,36444,60
6792,4599,12268,51
37127,11253,22646,65
23525,19660,29253,62
23620,37863,9384,104
6826,1606,31679,51
13852,18479,2468,69
26373,22792,9177,80
28593,33843,18357,41
37773,28088,32702,60
9324,37755,28793,64
6440,26419,25087,47
33415,37817,35494,107
34057,28665,26705,33
12508,9077,20404,60
31609,26316,5447,48
19030,1995,20265,28
34825,25988,8349,65
30936,14278,28893,34
35597,4049,38290,103
4717,11506,37737,48
27025,101,25068,13
762,33505,37946,69
117,29306,17006,21
27242,11597,15862,47
7959,6417,16237,81
15376,8423,22541,69
34942,23264,20501,62
10248,13094,31768,111
36203,7224,37076,38
27446,28742,13668,29
16873,21813,36771,50
37702,11363,20259,36
23552,32320,22555,100
6950,24101,34138,25
36955,16246,11252,58
33407,21034,2583,107
23023,8427,915,79
4274,30242,34578,68
19050,12516,4948,50
21872,4553,302,44
6219,28512,14386,56
35520,34880,20697,66
16950,813,8005,45
32322,38741,15301,21
37640,36234,895,58
37798,9144,29400,56
7189,3502,12177,51
26677,4532,27447,30
26334,12523,16840,53
8642,37963,12084,75
15065,8363,23727,81
16086,38271,7814,54
17253,12890,8362,86
11422,9396,9398,66
34882,21196,26496,64
21121,7860,27964,88
21251,36394,28068,88
37031,13945,25764,64
15014,29719,9425,40
31808,34832,30370,50
3173,23458,1105,84
19173,21491,6088,82
17312,18247,33996,55
24781,2362,11533,49
23332,10965,30117,92
23611,8438,38450,78
31995,7667,14002,53
229,25578,6964,49
9510,36508,1194,62
15903,16928,26326,56
1885,35337,6245,108
9775,29620,5719,64
37110,25892,33987,60
3204,30442,5701,44
37126,26533,822,45
16806,9985,14504,71
30344,37980,37830,66
36464,3196,37554,54
32289,12364,22636,78
8464,14706,7253,40
33141,36179,332,49
35566,22909,27921,124
18230,7228,33314,54
28755,11009,27154,38
17720,13803,33051,66
16098,30294,36094,67
9802,8448,489,75
28567,5548,33412,51
6506,3343,15306,54
22730,28076,22591,108
33504,29680,9901,79
6419,12178,5686,74
35397,22889,11281,106
4657,18152,13168,73
26381,18046,14360,44
18819,23010,18460,66
12454,9061,6926,65
19181,983,12179,54
6832,13078,33077,73
22656,28028,34254,77
10211,34084,38286,62
2454,7006,13068,82
20774,19554,15249,16
34258,22884,301,55
37020,16925,30508,44
29298,36370,30350,38
4137,34689,3847,92
19540,29329,17479,36
14767,37,26305,30
19905,17447,32727,40
10252,27395,33440,79
37614,29464,9976,76
12102,12883,35420,125
11549,25906,37598,70
10184,4163,25531,126
4187,26646,38757,59
7817,23322,26330,80
18339,37793,21964,68
26611,6381,33237,71
22214,37030,37831,63
8625,37694,28961,57
16924,15928,19769,50
2440,32372,6865,51
377,17691,8399,53
20426,17745,7061,35
13858,22657,37086,68
11366,27312,34158,23
4174,17460,20333,70
6137,25262,7962,51
27191,5452,30904,26
11267,9163,6000,70
12752,28906,6138,83
2287,8491,33417,84
15172,26732,37605,44
9350,350,21129,78
19734,10523,30911,38
12298,20598,47,38
10005,21023,7649,108
22254,31995,35679,104
18007,26584,10119,80
10069,26756,6140,92
36766,16068,20519,50
9908,1562,21411,112
21365,16067,34672,85
19756,11685,13822,29
16978,38649,5750,28
24383,22846,27460,53
10700,11277,33392,59
10691,8613,30895,53
13242,11346,2400,85
18073,29563,29677,28
31612,28655,21012,80
26313,11717,38481,27
34535,10775,19986,36
31630,35409,16076,113
12137,10755,3118,66
1241,3981,172,66
3251,30158,16719,43
31697,6495,65,62
36877,20598,995,35
10691,22079,20016,52
23705,8766,24337,82
4793,19969,24070,29
3140,37703,406,44
31695,3067,10952,60
23266,34568,12236,90
12437,13606,1895,63
14349,7146,6958,26
21341,30972,10207,102
10857,9017,78,56
9892,36776,21240,107
8679,10977,35562,99
22061,12832,33236,90
29694,33792,12261,43
9205,1946,6267,80
18928,26643,15523,26
5474,24911,16827,26
6353,17324,22116,82
6768,25519,17653,69
34879,34525,18809,22
24942,25595,13208,78
26526,28267,29330,44
13924,37150,25067,31
1023,31580,29646,46
9518,32745,33884,45
14426,26253,34864,32
17554,9331,31121,64
33914,35445,27201,69
9375,17412,27935,82
12778,14641,27515,55
3114,36924,17767,55
21161,7554,14533,72
19137,7078,24960,16
2591,1057,12101,84
33202,29500,770,49
24486,8689,4978,44
24910,16812,34013,23
4125,3119,27084,60
29507,17710,30257,48
16106,10685,1783,75
3994,33051,33389,96
34986,28106,24987,39
17334,26769,30023,56
33385,8518,32489,56
36128,17279,33911,51
32683,3933,33019,77
15094,20542,30752,20
17673,12041,17555,82
33006,26670,11469,49
3425,34620,30826,32
24182,17470,27851,63
37563,16607,5763,47
21996,11263,38250,39
33068,30858,28637,49
29701,8376,24084,34
27126,24802,20575,9
31690,5424,14013,49
13142,8637,21503,104
4500,30057,33822,41
14631,29599,34948,24
19875,17021,8000,33
27456,37970,17583,54
21899,17393,13506,63
13088,14582,33291,78
7208,32333,3004,29
3902,18068,18222,82
5610,20536,955,32
27880,3432,13561,55
23735,30228,11534,80
12967,11750,995,67
13890,10196,19635,67
10501,23712,23735,126
5659,14444,6292,56
26548,6447,9229,72
38369,8294,22080,50
19972,9338,4889,48
17450,36081,8731,63
29554,26527,29365,20
27850,13024,23516,119
11414,15383,22562,58
37029,15500,28178,51
3844,11710,28006,80
34131,23618,21129,105
13203,33885,16835,59
35646,38452,25238,64
7900,1903,28792,48
32252,13104,29352,51
20767,27965,32419,38
28243,13158,18355,87
1932,6006,38754,57
9430,16073,19505,67
18750,32621,25731,50
24524,31175,8361,40
1708,21960,38633,49
28512,31934,15298,44
31686,16536,23282,87
34604,25972,27267,48
34547,2376,29699,48
2586,6073,9188,96
18015,38567,36160,41
22803,14372,22991,92
281,32404,15796,47
30893,22500,18179,70
19081,27479,34814,18
33369,18988,22064,57
4196,15521,29383,54
19747,8542,19723,33
10652,5486,9274,62
25139,13517,33267,43
2297,12802,37788,99
15327,12039,37123,53
10050,28539,31692,84
21231,15274,21884,76
27389,2469,1595,60
1274,32315,13840,39
27378,33149,24779,34
27366,31027,16626,25
5002,12042,37859,68
30956,22215,16681,45
33887,23736,2286,97
31261,14514,12032,52
11755,13896,16875,34
38388,11681,29420,19
4039,27092,2285,82
6104,24860,7029,42
27490,31514,20619,30
12250,9524,35363,114
26332,32420,36350,36
15888,4995,37910,71
34733,28508,16875,31
26692,26748,1059,42
32498,11745,27224,22
7533,25862,16134,85
12994,13683,5014,66
5737,12870,31538,75
35687,14357,6109,100
29461,25988,24101,49
30118,3413,1719,52
22230,30126,16878,53
33176,34526,6980,42
22652,6837,7810,63
15247,6176,28230,68
15878,2545,33885,78
18459,11521,18405,50
16206,10671,32453,63
27168,15166,34779,20
27415,4674,25638,54
9022,8508,27923,77
462,30268,28091,52
31145,7175,19892,23
1116,37791,35283,98
23768,38329,9758,105
20573,15289,31739,34
27432,2347,6924,47
3332,26351,8682,47
9952,10086,1211,114
5265,21474,33172,83
34999,36013,19972,30
7510,23563,241,74
7269,12263,20518,39
33125,11303,20390,39
7779,13136,20406,57
33751,1504,7222,36
21145,13916,15903,90
20460,8416,12098,53
19964,30842,21003,60
6862,33176,17408,60
6398,6475,28115,92
6133,18338,18108,72
22220,18116,11265,54
31655,32618,18306,52
12252,14522,34150,51
35556,18005,7992,92
8518,9021,35619,105
16834,26345,7691,39
30298,10050,8416,87
34054,9523,35470,93
9977,13651,410,67
34898,15072,37785,40
15243,34541,23377,68
19061,303,16,18
5438,24964,18318,35
16954,35547,7163,74
17594,30358,6813,51
13198,14693,9463,79
36302,22997,31597,80
37931,30194,12896,81
9163,23488,20715,82
9938,18215,11481,78
19884,19066,36751,27
30828,25124,15383,21
27805,11543,12201,68
12900,34771,35304,103
26264,28009,35662,96
35656,37729,11687,90
6942,34585,1735,35
28145,25701,19627,70
30008,23285,19985,76
18985,28077,25064,37
5375,1834,5701,44
25883,3240,10251,98
8471,26543,1535,53
30036,4894,16266,65
10088,34887,24825,59
33350,5417,34906,47
35276,15911,29013,101
26716,18799,18768,24
28876,10026,30225,78
18075,5470,12061,62
1004,29311,9330,50
33796,26477,14750,33
12864,35531,239,101
18763,24969,14551,21
22964,24411,20443,51
15054,14363,8543,41
29362,37785,11745,38
4668,34994,12830,61
38759,30445,37126,38
18282,21443,29382,68
12077,33185,19,63
3178,27464,37942,42
5359,36287,21398,72
3851,15989,15290,83
9453,24303,18069,57
779,28780,12890,69
13733,6503,31973,69
29353,2641,5642,52
6517,38682,36502,53
2539,11304,17633,72
8492,33784,36255,46
23281,8510,14302,85
17460,6080,30944,68
4872,9457,5474,54
5512,30050,12094,60
5367,13089,28236,79
36428,326,10582,44
21825,25584,6332,92
24981,17394,33391,56
13136,7258,12050,76
18899,37091,22010,45
1119,31232,2400,64
25569,2378,16243,105
10099,19839,18453,74
38257,38018,7675,45
26692,3935,20286,56
15440,3804,1857,70
27074,19949,27512,14
27357,15351,3051,26
18846,21147,34696,58
193,21075,1653,70
1115,5690,28024,58
33207,12071,17285,83
19965,31996,30332,48
25182,19140,17650,35
26724,10727,6838,41
14558,30237,30982,40
37843,32562,36511,48
24514,36967,12798,63
11723,33047,22732,77
18014,5252,31508,56
30113,24074,16996,38
30132,4708,6110,64
27017,1612,37127,39
18147,10820,35433,98
26597,15075,19996,26
32469,30438,9219,54
33791,3119,31723,47
30401,753,36973,51
29492,7508,27393,24
953,4042,20587,62
26318,25024,3472,29
6956,1048,7657,41
9073,17457,15980,87
24016,28257,18170,57
36798,31078,9213,53
8558,37930,16852,56
3790,20483,4571,58
19236,4841,31081,30
10145,9754,8412,117
7604,16776,7792,43
18905,21501,36781,65
451,37129,24026,30
34252,25732,464,51
31554,22740,38334,69
38601,17448,5570,43
32428,5468,18751,26
12216,6147,7961,78
4990,26524,36961,41
7724,23688,28229,96
12281,5296,2429,78
22603,17622,14376,78
34741,10977,37754,54
31176,13525,31954,47
1813,26389,8292,53
33808,21129,31686,77
29746,30839,1757,34
20577,2312,36346,54
34748,6055,6852,47
32004,34231,16037,66
23591,21386,10949,118
22985,24272,23655,101
22944,18224,8335,81
1778,36882,7930,51
35626,19770,27945,90
10789,23531,22909,114
21436,29443,26294,60
2694,36199,36057,68
6451,7230,32422,47
18127,21232,10011,112
18778,24408,4038,57
23745,7053,30110,77
19189,31912,32350,38
37272,32372,7067,30
1613,2686,37523,80
38019,36441,13852,53
34700,17768,18243,54
16588,38482,9264,44
20504,21762,37756,50
34593,13829,26638,33
3060,6973,30850,31
5475,15859,7192,52
10690,10893,13749,57
37969,34761,13952,45
20679,15246,25005,13
13990,37652,5512,49
13038,10142,28009,115
7075,38561,5601,24
16132,5641,30432,63
34127,11738,22016,43
4699,5319,20411,28
36376,29723,25569,56
37223,7204,6016,54
30060,31564,33102,69
26618,13675,24003,34
35023,18934,27126,18
29532,28148,9486,60
4064,2301,28125,106
875,4952,25612,68
6020,8577,19878,59
28738,27276,35413,72
34690,12920,32646,55
23772,31755,10686,98
38559,5464,5591,29
1628,22018,23550,96
10154,25044,11357,61
9134,6040,777,78
5255,21909,12264,66
14531,12889,11577,61
1834,21782,19066,50
7769,33263,4821,57
17658,19971,35416,88
20567,26010,35336,94
10813,13840,32677,43
17392,16881,24516,46
21260,19812,27441,54
36856,19515,13615,34
38527,33756,5501,26
22833,38608,36984,60
6402,35665,8745,109
3825,7676,18169,78
27268,10157,34091,61
1238,3350,19094,38
7761,19712,8654,43
4024,27973,22864,110
21951,17530,34937,58
24262,4019,37150,66
22031,996,7938,58
24062,20547,7599,27
5003,2381,16998,61
37654,5282,34540,44
33461,1765,14589,59
9355,27056,37261,47
17646,30102,34872,52
23266,18854,35531,114
30468,17661,25532,80
34593,27799,18770,42
7004,28997,22542,59
24499,4254,34270,60
3418,37622,15275,46
21992,21159,24496,77
33930,11267,25939,55
188,17344,9391,60
34991,30810,27146,22
35344,3282,32472,78
889,17009,19931,35
2696,22249,12956,99
6453,3386,33206,73
4578,35653,36161,86
257,31855,15235,38
34112,15794,31034,52
22528,17609,25568,102
34802,30979,12937,57
19747,33384,15391,41
24286,22512,3218,63
31950,29251,19809,34
10185,19878,7685,70
27965,5646,9511,68
31240,1087,21909,52
27317,25700,36132,56
6147,18902,12447,68
2561,5537,30093,66
27348,35697,19183,66
38598,32661,21765,37
27256,16953,12901,54
34520,21405,28500,64
12953,16572,91,56
38407,13589,27059,22
1013,26715,36843,45
156,4948,18946,26
4226,21507,1512,106
9512,34530,27064,40
6815,28813,19753,25
10003,6901,6189,87
20009,25984,11320,52
21289,35522,22269,124
25794,27827,4831,78
7662,23429,6813,75
28144,7046,38763,40
32416,16133,7730,57
22867,19845,7854,62
26422,27434,23395,68
20252,11395,7676,28
478,37003,38008,45
22953,10177,173,94
33772,33945,27222,22
15783,23326,38612,90
19015,19046,19151,18
21974,18484,36051,60
6797,6450,13738,52
17628,407,4877,46
24484,24276,25595,54
21397,7589,20706,62
30381,7612,6268,66
16632,20425,20284,15
30213,30435,14603,48
15859,31898,25929,93
27786,29664,28698,44
11296,8377,34534,39
2617,36985,30378,69
15964,36386,27836,77
25639,17391,7628,78
16677,11008,34809,41
38405,25004,28240,36
9876,36033,25948,100
27993,18867,13928,47
23345,36812,19800,73
16116,8292,16821,65
34787,19164,25169,17
2649,11480,27917,74
15906,24972,17365,62
26467,24463,18434,41
33285,25021,22780,70
28269,3233,32529,50
373,1509,3174,40
14374,23299,23756,116
23769,15517,38586,65
1985,23578,3233,86
37062,12064,30237,63
13696,11524,19059,29
16588,24341,6913,27
14755,28724,5763,36
8642,4595,9331,63
10668,13661,11642,45
25545,18452,17551,82
13568,37504,28705,49
18772,33475,27479,37
9093,4085,30392,88
15981,36976,3964,90
10887,17655,31628,72
13009,18284,31602,83
35301,36170,32009,96
21140,20421,22820,86
167,30097,19041,30
4843,3445,16146,61
31062,32299,3785,60
13241,11770,23283,101
18978,22902,34870,54
17669,33424,24037,62
8608,14454,15346,41
28648,3494,3399,40
19153,13568,8257,40
30332,2466,15480,62
36494,15127,34175,33
36929,37823,15371,47
4929,23005,11293,64
28260,23619,25832,116
17683,18121,21069,90
12431,21865,20422,56
270,38544,9,17
13865,2370,17687,75
32514,8340,38477,34
21049,23625,3861,138
9135,26281,19934,46
18242,33353,24066,56
37095,38735,18792,26
34243,28106,16213,70
35675,36031,26773,84
8326,3241,9133,63
3868,23466,14760,106
29494,6966,1173,29
4929,15380,15430,30
21374,13063,9458,111
11744,16786,1927,41
17591,3440,13204,79
28175,8697,26488,61
10167,400,30351,72
5732,35289,35677,124
38476,10888,37978,51
2623,11770,1078,64
19880,13091,20558,47
1895,36881,33501,62
9898,27034,10914,74
24909,28250,25960,67
10817,31665,28128,74
30172,25988,6133,86
36441,7659,13516,45
21325,31525,29707,72
17634,36934,31945,65
13598,7989,11748,39
1131,38500,16982,34
28960,35417,7570,84
37176,18447,27435,39
37569,958,7619,58
6465,24778,22873,75
26601,30219,38768,35
15418,9798,6972,63
19775,6856,6072,45
27523,19784,24507,19
16142,18016,28603,65
14009,19802,28520,31
10252,34563,10775,78
31554,28615,31134,46
5546,6090,7739,60
28742,12466,26450,54
11380,37629,18040,54
34184,22705,8302,70
2014,14364,34024,41
6009,1949,37219,67
5721,32741,1676,40
11001,29715,35390,82
33986,17751,5009,49
16109,36751,8735,69
31882,33100,5320,63
6821,2342,19774,49
3789,31509,18152,86
387,17669,18271,52
34666,13668,30282,39
21096,21288,16940,99
21861,15884,37927,81
18875,3131,25885,56
33901,5671,37893,45
30,34871,1641,34
36233,22103,35008,48
18498,5303,5392,44
11439,9009,25241,41
5774,16994,23511,75
27509,5407,37686,40
3480,37879,14713,50
501,27089,27091,14
20715,6964,13116,48
12182,19815,32700,44
11673,15929,22818,83
31166,17694,1862,56
14538,28272,21100,84
13152,24254,15523,56
18048,7250,1658,47
11539,34674,24370,27
31524,20021,36317,46
25986,4128,17580,104
30869,10540,29442,36
8644,31040,36193,47
11393,16605,27926,49
4140,32650,36754,65
4234,13835,3433,69
19908,38007,13741,43
22138,5464,17636,62
17519,29597,16958,41
36926,31076,3450,39
26627,24971,13728,28
23709,6778,10672,81
34921,12047,35330,94
5761,18870,6468,50
1126,34607,20771,28
25169,6944,8417,31
37530,29319,28849,40
7995,36878,16133,64
30761,5338,27442,26
37006,29373,29516,23
25130,4670,10237,65
12843,25799,1824,95
17335,4658,4150,82
23401,3125,12880,105
25996,8511,2764,93
292,11366,1922,36
30222,16123,36293,67
21866,31569,4756,62
10191,24457,19826,63
9231,2588,1258,82
15483,6808,16740,26
3849,29573,10815,68
29483,3791,1154,64
5477,7516,21485,72
1977,29637,8286,45
22635,24490,24037,58
7873,4044,30091,76
31521,18372,21384,88
18966,16642,26569,29
33518,16530,10576,60
4500,10016,35622,118
31797,24857,20707,29
21950,10809,462,52
30998,28127,15058,46
36254,31193,10755,48
7566,27917,15427,52
18882,20401,16932,19
13982,2008,173,39
27062,24760,3517,21
21079,9463,13261,111
24209,22800,9140,77
31704,4995,15144,46
33400,29660,22618,71
1588,26517,11289,42
32333,13733,15458,29
27238,3432,10103,66
20605,16231,29425,39
13242,25517,2533,111
11631,31153,198,26
19222,3875,4150,90
14532,15354,15034,28
8575,13685,1700,54
40,4718,7603,36
8761,34635,17751,55
29402,12762,28814,55
11277,19852,37779,40
36319,20497,38393,23
24397,21936,15444,41
15438,10644,28502,42
25258,18758,34772,17
29510,29419,3757,50
33993,37661,36259,49
18885,806,33169,51
28126,28064,35291,112
33886,1605,27143,33
38355,37202,9516,48
19671,10847,13105,67
25996,23611,19596,94
19966,22807,22124,70
32557,36106,3156,38
38728,33005,6972,39
3137,12385,27260,48
2340,37180,32677,59
27756,29649,17451,58
16139,33160,2671,96
22933,16519,16596,62
10582,31687,23339,98
28982,954,20687,32
14745,21887,27236,40
32403,6302,22621,80
32348,20686,26297,22
11485,8357,13884,44
27,10931,26742,40
